,Text,Label
19,algebraic compiler fortran assembly program algebraic compiler fortran assembly program compiler expand algebraic statement operation addition subtraction multiplication division compile multilevel expression floatingpoint arithmetic easily,cacm
20,representation space planning problem arrangement object objective function primarily consists derivative distance object arrangement space planning problem requirement problem area current computer graphic language alternative data structure space planning described,cacm
21,followup case publication paper recently van subject autistic author present case description value brief contribution lie fact least year idea eventual result type case,med
22,mitral atresia pulmonary venous anomaly pulmonary venous anomaly specimen mitral atresia anomalous pulmonary vein form anomalous pulmonary venous case pulmonary venous anomaly group mitral atresia premature closure foramen anomalous pulmonary venous group route flow pulmonary venous blood understood en response obstruction foramen mitral valve group ii factor latter group total anomalous pulmonary venous common atrium patent foramen pulmonary venous obstruction case,med
23,concept method graduate library school study course include general material type abstract historical development publication industry especially united_state need standard preparation evaluation product topic call concept text method section instruction various type abstract publication detailed instruction example exercise appendix brief discussion abstract publication research automation extensively work topic great emphasis past computer use increasingly important aspect librarianship much research effort preparation evaluation abstract extract student librarian benefit research computer program analyze text select key sentence prepare extract abstract benefit research key segment information industry opportunity available professional worker many librarian activity effective use information chapter career opportunity,cisi
24,technical library user demand classification user group user demand technical library study habit customer technical library information department main aim determination user demand discover item information document customer seek seek classification user group demand test hypothesis possible classify customer meaningful user group common feature characteristic behavior pattern classify group need estimation significance librarian measure demand librarian library term expenditure time skill use stock different user group,cisi
25,system business automation language system business automation system application describe execute application computer user view application manipulation information twodimensional picture table business form report display terminal gradually automate application example system information database language subset language,cacm
26,stagnationpoint distance flow sphere cylinder air stagnationpoint distance flow sphere cylinder air author discus problem deflection initially shape circular arc arbitrarily inclined end load,cran
27,theory discharge coefficient round entrance theory discharge coefficient round entrance theory consideration potential boundarylayer flow nozzle curve discharge coefficient function diameter reynolds_number total equivalent length ratio contraction section nozzle theoretical curve discharge coefficient versus diameter reynolds_number good_agreement experiment range reynolds_number theory rational framework experimental_result show effect contraction shape location pressure furnishes value discharge coefficient design suggests design installation operation,cran
28,algorithm probability union large number event algorithm efficiently evaluates probability union n independent mutually exclusive event problem sum product possible combination n variable minimum time storage space,cacm
29,architecture ibm paper discus design consideration architectural extension distinguish system360 comment experience original objective system360 effort achieve describes reason objective architecture cover virtual storage program control instruction timing facility monitoring error inputoutput operation final section important parameter various ibm machine implement architecture,cacm
30,light electron microscope study respiratory tissue rat light microscopic observation development rat lung presence glandular alveolar stage stage electron microscopy present different part lung time eg mm length glandular stage lung tissue immature appearance light microscopy electron microscopy individual cell also immature respect glycogen present immature cell stage lung tissue becomes vascular stage development duct air space always continuous complete epithelium blood vessel complete inclusion body present epithelial cell early stage development vesicle present large number epithelial cytoplasm indicate absorption fluid alveolar space mechanism alveolar nature remains uncertain respiratory tissue rat fully birth importance fact human infant adult bloodair barrier epithelium zona varies thickness project whilst receipt grant medical research council canada also miss manuscript,med
31,new math computer important methodology systematic program design development program compound function expression algebra function algebraic property function expression permit expansion well reduction independently environment thus stepwise program refinement well program execution finally term selection solution certain elementary equation algebra function solution general formula single parameter display entire freedom available correct program,cacm
32,oscillation system nonlinear particular type oscillation system nonlinear particular type paper deal oscillation dynamic system single degree freedom linear force nonlinear force latter function velocity simple polygonal graph negative small velocity becomes positive velocity certain value assumption rigorous solution equation motion amplitude maximum velocity period simple solution case small approximate_solution series power ratio satisfactory accuracy quite large value,cran
33,simultaneous use circulation hypothermia surgery heart operative technique cardiac surgery condition deep hypothermia simultaneous use pump cardiopulmonary bypass described majority case patient water c perfusion volume hypothermia others gradient c blood water perfusion volume less data show technique lead change internal organ mean arterial pressure kept mm hg perfusion overall mortality author case congenital heart disease case flap tissue group mortality,med
34,intermediate new step towards international cooperation scientific technical information agency documentation documentation ie literature scientific technical information turn problem growth information number centre last year often several country activity often similar document source job differ practical detail less identical descriptive bibliography bulletin index selective distribution programme,cisi
35,use transformation line curve picture computationally efficient procedure line picture paper point use rather parameter simplifies computation also show method general curve fitting alternative interpretation explain source efficiency,cacm
36,syndrome case report syndrome girl correlation clinical pathological feature exit foramen ventricle open severe cystic dilatation ventricle distortion posterior structure,med
37,digital_computer university ii,cacm
38,user resistance microforms research library microforms limited acceptance research library largely user resistance number study indicate improper production inadequate bibliographic access lack standardization defect equipment design maintenance problem poor environment microform usage certain inherent characteristic microforms combine use solution problem time microform industry correct positive development last year major problem remain,cisi
39,algol procedure fast fourier transform arbitrary factor algorithm c6,cacm
40,roundoff rungekutta computation method scheme common use incomplete adaptation point operation method version reduces roundoff error significantly note heart scheme fortran language version method addition fortran statement version significant improvement numerical example,cacm
41,clue cancer patient clear patient cancer pattern communication different stage disease pattern communication basis clue personnel total care effective clinician past day clue social worker manifest help cancer perhaps chronic disease,med
42,terminal cancer home perhaps difficult part mr brown illness life aware process carcinoma time course try always hope something new way treatment turn life worth living,med
43,antidiuresis induced diabetes_insipidus less regularly nephrogenic diabetes_insipidus diuretic cause fall mainly due excretion free water action extent action salt depletion depends direct effect drug water permeability distal tubule cortisone maximal thiazide derivative progressively compound order absent reduction glomerular filtration proximal reabsorption na salt depletion induced diuretic less importance irregular appearance,med
44,correlation subject book book library traditional circulation count always reliable indicator total library use test assumption author correlation exists subject book library library count book left table desk surface book study first book lc dewey class span academic department second book broad lc first second letter dewey ten first case overall correlation second less data author concludes circulation total reliable indicator use use thus total use method ratio regression equation,cisi
45,orbit decay prediction motion artificial satellite orbit decay prediction motion artificial satellite rate decay elliptic satellite orbit due atmospheric drag variation parameter use atmospheric model power function density altitude model fit actual condition well exponential function effect rotation earth conclusion anomaly atmospheric drag substantially affect orbit element especially orbit plane alternate approach variation parameter direct relation period decay instantaneous density condition approach specifically adequate prediction work also open avenue systematic unified evaluation decay,cran
46,card code usa standard,cacm
47,annual review information_science technology spite concern literature health field information_science institution library information center progress review volume provide ground trend volume solid important example movement rapid interactive access major public commercial data_base strong probably many year experience new mode information access help become merely experimental innovation standard mean centrally held data chapter volume touch related aspect movement review user interface interactive system report machinereadable bibliographic data_base review document retrieval dissemination system volume also introduces new annual review topic potentially great importance future library video widely accepted library information center year shift balance holding direction newer medium chapter help define potential problem promising new medium new area interest information system application system information system application humanity addition topic volume cover core area information_science attempt review close annual basis possible information need us document description representation organization information coverage consistent newly developed annual review master plan cyclic flexible coverage major area interest library information_science,cisi
48,substructure search system monitor system index described paper system monitor large scale experiment file organization realtime interactive chemical information system topological screen system inclusion compound atom h least screen assignment responsive broad range query type amenable random access technique monitor system also paper independent approach effective economic manner functional requirement small chemical information system thus generate structure file assign search screen provide manual substructure search capability microfilm hard copy index,cisi
49,glossary computer engineering terminology,cacm
50,decomposition analysis matrix substructure problem order compare primaldual decomposition algorithm course analysis substructure relevance relative performance algorithm absolute performance standard solution decomposition,cacm
51,storage allocation reference structure method allows capability fortran sense assembly system,cacm
52,comparison structure simulation event set none,cacm
53,propagation structure blast wave part propagation structure blast wave part continuation part j second approximation propagation structure blast wave solution numerical method result first approximation part use solution curve curve feature distribution velocity pressure density shock front approximate_solution equation refinement method due,cran
54,approach system interface high level language basic inputoutput support facility described technique provide potentially inexpensive method program communicate deeply facility command language processor,cacm
55,algorithm,cacm
56,aerodynamic noise supersonic wind_tunnel aerodynamic noise supersonic wind_tunnel hotwire measurement free_stream supersonic wind_tunnel mach_number range fluctuation increase rapidly mach_number fluctuation field consist sound assumption consistent sound intensity approximately proportional range experiment furthermore orientation field found different mach line direction corresponds velocity approximately onehalf freestream velocity high mach_number turbulent_boundary layer nozzle tunnel wall responsible sound field,cran
57,isolation morphology new bacteriophage specific bacillus specie best natural bacteriophage probably medium actively host bacteria condition bacillus specie respectively bacillus phage found large head tail also particle head long tail particle property sensitive cell new morphological type bacillus phage also isolated head tail short needle plate phage found particular interest head tail,med
58,analysis base_pressure supersonic velocity comparison experiment analysis base_pressure supersonic velocity comparison experiment first part investigation analysis base_pressure inviscid fluid twodimensional axially symmetric flow twodimensional flow also flow body_revolution cylindrical base infinite number possible solution necessary boundary_condition freestream_mach particular case body solution possible inviscid flow corresponds zero base drag accordingly strictly inviscidflow theory satisfactory practical application approximate semiempirical analysis base_pressure viscous fluid developed second part investigation semiempirical analysis partly inviscidflow calculation theory attempt effect mach_number reynolds_number profile shape type boundarylayer flow measurement base_pressure twodimensional axially symmetric flow purpose comparison experimental_result support interference effect cylindrical interference effect air wave measurement base_pressure supersonic wind_tunnel,cran
59,terminology proposal,cacm
60,experimental basis review normal lung structure described rich capillary bed unique effect morphologic criterion lesion human pulmonary include evidence destruction residual vascular absence significant amount fibrosis anatomic obstruction experimental study pathogenesis critically stress necessity control factor action specific etiologic agent,med
61,freeconvection magnetohydrodynamic flow_past porous flat_plate freeconvection magnetohydrodynamic flow_past porous flat_plate incompressible flow electrically fluid past porous plate constant suction velocity presence transverse uniform strength recently note problem account effect free convection body force parallel wall fluid usual addition obvious practical significance problem also sense exact_solution magnetohydrodynamic equation electromagnetic assumption constant property freedom excessive charge,cran
62,bone growth metabolic study premature infant human growth_hormone influence human growth_hormone growth premature infant possible register crease linear bone growth_hormone administration urinary hy excretion change significantly nitrogen balance study sharp increase nitrogen retention due urinary excretion infant calcium phosphorus balance premature infant growth_hormone tic sth action sth furthermore sth significant increase nefa serum concentration premature infant therefore metabolic response premature infant sth differs consistently normally mature subject,med
63,transonic flow compressible fluid axially symmetrical nozzle transonic flow compressible fluid axially symmetrical nozzle method similar developed k math twodimensional mixed isentropic flow sonic region flow vicinity throat axially symmetrical nozzle several exact_solution von karman equation axially symmetrical transonic flow flow nozzle detail solution consists branch singularity branch pure supersonic_flow taylor type flow local supersonic region throat parameter latter branch approach yield type flow,cran
64,note range transformation square root logarithm idea previous paper almost year certain function desirable transform argument short range symmetric example usage square root logarithm function binary decimal machine,cacm
65,recon pilot project progress report synthesis progress report library congress council library resource officer grant initiate recon pilot project overview project progress area training selection material investigation input device format recognition,cisi
66,propagation nonuniform magnetohydrodynamic shock_wave fluid propagation nonuniform magnetohydrodynamic shock_wave fluid initially uniform magnetohydrodynamic shock_wave arbitrary strength channel consists portion uniform crosssectional area crosssectional area flow nonuniform section front shock initially uniform state perturbation due area variation flow reach shock area variation shock nonuniform section shock strength subsequent flow addition perturbation due effect area variation initially uniform upstream flow contribution viz permanent perturbation directly area change transient disturbance true sonic speed respect flow shock due reflection permanent perturbation shock expression various contribution result include special case propagation nonuniform conventional gas dynamic shock fluid propagation nonuniform shock_wave stationary fluid,cran
67,minimum route network turn penalty,cacm
68,collection longitudinal stability derivative wing supersonic_speed collection longitudinal stability derivative wing supersonic_speed collection theoretical data wing alone stability derivative oscillation aircraft supersonic_speed derivative available mean linear theory information subject usual limitation information convenient form show extent part field experimental_investigation,cran
69,note storage string method string described us block size therefore completely dynamic relation similar scheme,cacm
70,inverse test matrix,cacm
71,argument construction community information utility article author urge approach question design desirability community information utility desirability technology sure feasibility internally externally project perhaps wait change complementary technique evaluate current supplementary technique existence demand step involve representative group ultimate user system design carefully think possible side effect man world view current proposal community information utility framework conclusion drawn society yet position justify construction information utility prototype community acceptance policy favor widespread implementation,cacm
72,automatic example algorithm accomplish automatic storage need explicit array declaration described,cacm
73,dynamic motion missile atmosphere dynamic motion missile atmosphere method rapidly yet accurately dynamic motion missile atmosphere equation motion set static trajectory equation zero angle_attack set rotational equation oscillatory motion missile center gravity transformation allows rotational equation manner analogous equation spring mass system mass equal unity time variable spring constant initial condition equation envelope maximum angle_attack additional transformation allows calculation complete oscillatory motion time trajectory function maximum angle_attack time solution show maximum angle_attack missile atmosphere relatively constant speed even aerodynamic,cran
74,character structure character sense data communication american standard code information interchange american standard,cacm
75,incomplete beta ratio algorithm,cacm
76,history summary fortran standardization development asa,cacm
77,bessel function first kind algorithm,cacm
78,program design retrospective search large data_base retrospective search large document data_base development special technique automatic compression data minimization number inputoutput operation computer accessible file also computer program require relatively small amount internal memory present paper contains description structure program meet requirement vocabulary data_base automatically term bit code chosen point natural dictionary thus file size necessity extensive processing use bit string index greatly reduces search time storage management system enables long string use limited amount internal storage creation file table important feature program allows file specific phase program use relatively small amount internal storage inputoutput time,cisi
79,sensory dominance autistic child control previous experiment found autistic control child frequently light stimulus condition simultaneous stimulation however role relative intensity level stimulus present experiment light sound light verbal command simultaneously various intensity tions response irrespective autistic child addition tendency visual dominance result independent high intensity affected group child also significantly frequently verbal sound stimulus group,med
80,note minimal length polygonal approximation contour method smooth polygonal contour image sequence contour point connection graph image first algorithm image scan minimal polygon constraint chosen contour determination minimal polygon nonlinear problem algorithm account weak bond variable example time,cacm
81,report conference university center director,cacm
82,citation science really course science science citation index valuable tool historian sociologist,cisi
83,glossary computer engineering terminology,cacm
84,use aerodynamic lift entry earth atmosphere use aerodynamic lift entry earth atmosphere aerodynamic lift entry earth atmosphere orbital escape velocity range allowable entry angle prescribed peak deceleration greatly total heat energy vehicle held value vehicle modest liftdrag ratio peak g prevent deceleration peak value prevent vehicle earth atmosphere thus difficult guidance control problem greatly particular return planet necessity drag,cran
85,tree h algorithm,cacm
86,cisternal fluid oxygen tension man oxygen tension simultaneously internal jugular vein arterial blood various condition result suggest cisternal oxygen tension degree average oxygen tension brain tissue available free oxygen brain change short duration cerebral blood flow,med
87,comparison simulation event list algorithm corrigendum,cacm
88,longterm prognosis response schizophrenic child drug therapy study evident study treatment control group severity illness affect well type treatment use technique guarantee study comparison treatment regime group critical factor study response aspect treatment type response drug related initial severity language impairment thus major developmental defect determines longterm outcome schizophrenic child group also immediate treatment major subgroup young schizophrenic child speech child different profile development different pattern,med
89,development boundary_layer supersonic shear flow development boundary_layer supersonic shear flow development boundary_layer velocity shear layer twodimensional flow axisymmetric flow compressible incompressible fluid solution li twodimensional flow incompressible fluid applicable general case suitable transformation coordinate new definition necessary displacement momentum thickness boundary_layer reynolds_number thickness phenomenon occurs constant value reynolds_number occur point length scale flow increase first move downstream move slightly upstream qualitative agreement experimental_result blunt cone supersonic_flow quantitative comparison theoretical experimental value displacement momentum thickness disagreement obvious unfortunately accuracy experiment far available insufficient positive confirmation theory note,cran
90,freeflight measurement static dynamic freeflight measurement static dynamic representative experimental_result show current status panel flutter problem result unstiffened rectangular panel rectangular panel flutter boundary type panel basis equivalent isotropic plate effect mach_number differential pressure aerodynamic heating panel flutter flutter analysis orthotropic panel appendix,cran
91,new test technique hypervelocity wind_tunnel new test technique hypervelocity wind_tunnel measurement rocket exhaust effect vehicle stability measurement aerodynamic type hypervelocity wind_tunnel sample data indicate quality data obtainable tunnel sample shadowgraph photograph also,cran
92,permutation generator algorithm,cacm
93,restriction language computer grammar natural_language past year number system computer analysis natural_language sentence contextfree grammar contextfree grammar defines set parse tree sentence group restriction tree order valid sentence analysis coverage grammar efficient representation becomes essential development paper_present language specifically compact statement restriction natural_language grammar ten year experience text sentence comprehensive english grammar linguistic string project syntax routine relation found useful adequate natural_language analysis language current implementation linguistic string parser,cacm
94,flow diagram machine language formation rule first part paper flow diagram represent inter al mapping set diagram finite number base diagram becomes true level due suitable extension set basic mapping normalization method flow diagram first base diagram second second part paper second method theory machine machine similar machine essentially job tape first alternate square new machine belongs family elsewhere composition iteration machine l r family proper whole family machine,cacm
95,methodology design information system macro model information system model describes major cost information system perspective evident effect various design operating parameter overall cost transaction technique application design interactive transaction processing system,cacm
96,periodicity microfilariae transfusion microfilariae monkey different phase circadian rhythm paper report experiment microfilariae phase circadian rhythm host phase circadian rhythm attempt relative importance rhythm inherent microfilariae host production well periodic migration experiment present monkey,med
97,official action response algol language,cacm
98,quadratic hash method table size prime number previous work quadratic hash method limited mainly case table size prime number certain result composite number composite number least square component prime quadratic hash function,cacm
99,extracorporeal hypothermia ex study use cold perfusion paper minor clinical note open heart surgery cancer perfusion contains experimental information cancer perfusion method hypothermic perfusion dog author superior gravity volume venous sometimes transfusion low molecular weight flow rate quite variable period apparently generally temperature perfusion time min hr animal low flow longer high incidence ventricular fibrillation low survival rate eleven ani flow rate good flow rate perfusion ventricular fibrillation flow rate survival animal low molecular weight animal ventricular fibrillation electrically adequate cardiac function data regional low half body author conclude sufficient evidence important factor mortality hypo perfusion ability maintain flow rate normothermic cardiac output animal,med
100,simscript language simulation language simscript programmed entirely algebraic language language internal implementation major difference simscript paper guide language rather attempt present brief description simscript sufficient description render material reader familiar algebraic language,cacm
101,towards behavioral theory communication paper_present information related decision problem recipient orientation formal definition behavioral element individual purposeful state specifically element objective objective possible course action efficiency course action objective probability choice course action amount information purposeful state explicitly term probability choice available course action amount information message difference amount information purposeful state message amount information purposeful state message amount instruction purposeful state term efficiency available course action amount motivation term value objective amount instruction motivation message information amount purposeful state receipt message value purposeful state individual function amount information amount instruction amount motivation state concept express value state individual,cisi
102,analytic extension shockexpansion method analytic extension shockexpansion method problem approximately inviscid rotational flow field pressure_distribution smooth twodimensional airfoil sharp edge uniform supersonic hypersonic stream assumption perfect gas basic flow pattern analysis simple isentropic shockexpansion method straight characteristic elementary characteristic treatment show simple shockexpansion method satisfactory surface pressure_distribution circumstance break characteristic variable isentropic shockexpansion method analytically analytic result shock shape zeroorder approximation special case hypersonic similitude applicable slender_body high mach_number expression large distance found result previously weak shock slender_body turn reduces result first analytic form isentropic shockexpansion method zeroorder approximation analytically consistent perturbation method developed dependent flow variable exact partial differential_equation power reflection coefficient simple wave oblique shock scheme nature help define region shock expansion addition account perturbation sense factor simple shockexpansion theory namely curvature reflection mach wave correct boundary_condition shock_wave analytic solution firstorder correction surface pressure_distribution necessary numerical computation integral considerably simpler direct application method characteristic illustrate method accuracy zeroorder shock shape firstorder pressure_distribution family parabolic arc airfoil infinite freestream_mach number result rotational characteristic solution available present method found excellent agreement,cran
103,comment dijkstra concurrent control problem,cacm
104,heuristic approach inductive inference fact retrieval_system heuristic procedure developed perform inference available information procedure use similarity structure data_base algorithm model fact retrieval_system us formal query language data structure program experiment described wherein procedure test data_base part data false data found system correct response variety condition incomplete data,cacm
105,considerable progress knowledge bilirubin metabolism direct bilirubin metabolic pathway hepatic well subject excellent review representation metabolism fig possible jaundice fig furnish clear picture serve reference point discussion current concept etiology physiologic jaundice gram mind jaundice occur number reason described,med
106,estimation fatigue damage structural element estimation fatigue damage structural element method estimation fatigue damage aircraft structural element gust spectrum aircraft term infinitesimal interval gust data j taylor ft study fatigue damage number aircraft structural joint whole structure,cran
107,linear algorithm prime number new algorithm prime n algorithm executes time proportional n multiplication integer large n unit time method arithmetic complexity algorithm however version perhaps simpler elegant also easily prime factorization integer n time proportional n,cacm
108,fortran note describes fortran subroutine facilitate tape file symbolic information file scientific programmer idea simplicity comment year use subroutine,cacm
109,logarithmic error newton method square root problem optimal value calculation square root newton method elsewhere relative error measure fit optimal result initial approximation best fit instead logarithmic error best initial fit optimal type error moreover use logarithmic error simplify problem optimal initial approximation,cacm
110,small size general purpose digital_computer magnetic element paper examines question development construction general purpose digital_computer magnetic long duration memory element developed laboratory electrical supervision professor li,cacm
111,experiment text file compression system compression data file string character method general applies equally well english pli digital data system consists analysis program algorithm string differ slightly earlier proposal analysis program attempt optimal set code file new algorithm operation described various parameter algorithm high degree compression sample text,cacm
112,quantitative growth mathematical literature number mathematical publication year count title grown average continuous compound rate percent year time century deviation exponential curve clearly related war depression recovery total number publication prior curve annual output cumulative total mathematical title grows end deviation exponential growth percent year negligible world war observation continue parallel theoretical curve wellknown hypothesis exponential growth scientific literature strongly rate less half found price investigator discrepancy due failure previous study account title beginning time series,cisi
113,fine structure l form bacterial cell technique electron microscopy section comparison structural unit l form unit size lack rigid cell wall compact fibrillar nuclear area bacterial cell l form unit bound typical membrane comparable described mycoplasma specie nuclear area l form present diffuse appearance size particular structural unit many small unit large body possibly process evidence division formation septum cytoplasmic fragment electron micrographs,med
114,least cost decision rule selection library material compact storage last several decade library collection exponential rate evident future help ease financial housing collection many librarian employment compact storage material aspect storage system fraction collection criterion material storage study demonstrates selection criterion storage quantity large circulation cost small cost material storage criterion age material individual book usage rate age policy objective determination critical age material storage defines fraction collection model assumes circulation rate book decline age average geometric pattern obsolescence average time gap recent circulation book utilized measure rate usage book storage decision variable minimization total cost function usage rate policy critical gap maximum amount time book remain collection book rule time last use exceeds critical gap hence selection rule independent composite distribution usage rate fraction collection depends circulation activity individual library empirical evaluation storage model data library purdue university estimate cost parameter literature calculation decision rule related cost demonstrate significant saving storage material calculation indicate large portion collection comparison age policy usage rate policy indicate latter criterion case situation usage rate policy relatively high unit cost sensitivity analysis cost parameter practical range value show choice length planning relatively insignificant effect decision rule change cost parameter cause significant change result rule extremely sensitive change circulation cost differential important component latter consideration rather subjective estimate cost service delay potentially large influence decision rule,cisi
