,Text,Label
13,pressure measurement supersonic_speed three conical wing unit aspect_ratio pressure measurement supersonic_speed three conical wing unit aspect_ratio pressure measurement_make mach_number range incidence three simple model represent thick conical lead_edge test form part investigation effect thickness camber slender_wing aspect_ratio model unity case spanwise cross_section bound measure pressure_distribution present along overall lift_drag exclude skin_friction base drag obtain integration,cran
14,transformation transonic_flow transformation transonic_flow author study problem find shape velocity along axis specify velocity along streamline assume increase singularity sonic velocity axis nozzle first study physical plane use power_series plane two characteristic differential_equation passing line branch point region line region stream_function outside region also singularity point correspond specify condition exit nozzle author proposes construct plane exit velocity finite sum regular throughout r square velocity fix require approximation specify velocity_distribution along axis solution convergent represent except region near nozzle exclude region author solution_obtain power_series show convergent region interest type solution consider author give nozzle infinitely_long supersonic part,cran
15,nucleic_acid metabolism lens iii effect previous communication report increase vivo incorporation p32 fraction rat lens hour animal expose r present study vitro uptake p32 albuminoid soluble normal x irradiate rat lens measure extract sodium sulfate per_cent nacl specific also paper activity individual well specific determine experiment also perform capsule remove hour activity determine nucleic_acid extract capsule three remain lens matter result experiment indicate incorporation p32 markedly stimulate hour r whole_body radiation significant effect soluble fraction effect heating much_less derive control_animal,med
16,use simulation study information_storage retrieval_system previous application simulation information_storage retrieval_system scope fail consider environment within system operate paper_considers subsystem within large system include user retrieval_system three component form information feedback system user response influence funding operation attempt satisfy user_need within finite budget allocation theory provide basis describe user behavior industrial dynamic model developed simulate behavior university departmental library component result analysis produce discuss,cisi
17,library report deal complementary theme public public_library service provide two way give information nature public present make reporting people say public_library member also use belong never relative british write subject therefore mass observation date reading society young publisher survey book comprehensive scope detailed analysis survey go depth issue necessarily small part book,cisi
18,generation random correlate normal variable algorithm,cacm
19,algebraic compiler fortran assembly program algebraic compiler write may add fortran assembly program compiler expand algebraic statement follow operation compile multilevel expression floatingpoint_arithmetic easily revise,cacm
20,representation problem_involve arrangement object two objective function primarily consists derivative distance object arrangement call problem requirement problem area define compare current computer_graphic language four alternative data_structure allow automate described compare,cacm
21,followup case publication two paper recently van subject autistic stimulate author present case appear description value brief contribution lie fact follow least year may give idea result type case,med
22,mitral atresia associate pulmonary_venous anomaly pulmonary_venous anomaly observe among specimen mitral atresia anomalous pulmonary vein take form anomalous pulmonary_venous remain case pulmonary_venous anomaly represent group mitral atresia premature closure foramen anomalous pulmonary_venous group provide route flow pulmonary_venous blood understood develop response obstruction foramen mitral valve remain group ii factor could one latter group total anomalous pulmonary_venous common patent foramen pulmonary_venous obstruction occur case,med
23,abstract concept method graduate library_school study abstract course include general material type abstract historical development abstract publication industry especially united_state need standard preparation evaluation product topic call concept text include method section contain instruction write various_type abstract edit prepare abstract publication detailed instruction supplement example exercise appendix index abstract publication research automation treat extensively work believe topic great emphasis receive past computer use become_increasingly librarianship much research effort expend preparation evaluation abstract extract student librarian benefit know research understand computer_program research analyze text select key sentence prepare extract abstract benefit research discuss abstract key segment information industry opportunity available professional worker many librarian find activity reward know contribute effective use store information one chapter devote career opportunity,cisi
24,technical library user demand classification user group user demand technical library study habit customer technical library information department aim determination user demand discover item information document customer seek seek obtain classification user group demand test hypothesis possible classify customer meaningful user group possess common feature characteristic behavior pattern classify group need estimation significance librarian measure demand librarian library term expenditure time skill use stock make different user group,cisi
25,system business automation program_language system business automation system within application describe execute application computer user view application manipulation information twodimensional picture table business form report display terminal gradually automate application give example system information database language subset program_language,cacm
26,stagnationpoint distance flow_around air stagnationpoint distance flow_around air problem deflection cantilever initially shape circular arc subject arbitrarily inclined end load,cran
27,theory round entrance theory round entrance theory base consideration potential boundarylayer_flow converge nozzle construct curve present show function diameter reynolds_number total equivalent length ratio section nozzle present theoretical curve versus diameter reynolds_number good_agreement experiment range_reynolds number theory provide rational framework correlate experimental_result show effect pressure value design suggests take design installation operation,cran
28,algorithm probability union large number event algorithm present efficiently probability union n independent exclusive event problem evaluate sum product possible combination n variable minimum time storage_space,cacm
29,architecture ibm paper_discus design consideration extension distinguish comment experience original objective effort achieve describes reason objective extend architecture cover virtual storage program control instruction timing facility debug monitoring error handle inputoutput operation important parameter various ibm machine implement architecture,cacm
30,light study develop respiratory light observation development rat lung show presence alveolar stage three stage identify electron_microscopy may present different part lung one time eg mm length stage immature appearance light electron_microscopy individual cell also immature respect glycogen present immature cell stage becomes vascular throughout duct air space always line continuous complete epithelium blood vessel complete inclusion_body present epithelial cell early_stage development present large number epithelial cytoplasm suggest may indicate absorption fluid mechanism alveolar discuss nature remains respiratory fully differentiate birth importance fact human infant discuss adult consist epithelium varies thickness project perform whilst u grant medical research council express also express miss type manuscript,med
31,new computer_program structure program prove important methodology systematic program design development structure program identify compound function expression algebra function algebraic property function expression permit expansion well reduction nest independently environment thus model know program refinement well program execution finally structure program characterize term selection solution certain elementary equation define algebra function solution give general formula involve single parameter display entire freedom available create correct structure program,cacm
32,sustain oscillation system nonlinear damp particular type sustain oscillation system nonlinear damp particular type paper_deal oscillation dynamic system single degree_freedom linear restore force nonlinear damp force latter suppose function velocity simple polygonal graph damp negative small velocity becomes positive velocity certain value assumption rigorous solution present include equation_motion amplitude maximum velocity period simple solution_obtain limit_case small damp approximate_solution series power damp ratio work give satisfactory accuracy quite large value,cran
33,simultaneous use circulation hypothermia surgery heart operative technique cardiac surgery condition deep hypothermia simultaneous use described majority case patient cool water c perfusion volume reduce hypothermia others gradient c blood water maintain perfusion volume reduce less data present show neither technique lead change internal organ provide mean arterial pressure kept mm_hg perfusion overall mortality author case congenital_heart disease case close take flap tissue group mortality,med
34,intermediate new step towards international cooperation scientific_technical information agency documentation documentation ie handle literature scientific_technical information turn problem growth information number centre grow often several country activity often similar scan abstract document source index job may differ practical detail less identical descriptive bibliography abstract index selective distribution programme,cisi
35,use transformation line curve picture propose interest computationally efficient procedure detect line picture paper point use rather parameter simplifies computation also show method use general curve_fitting give alternative interpretation explain source efficiency,cacm
36,syndrome case report syndrome girl substantiate correlation clinical pathological feature exit foramen ventricle fail open result severe dilatation ventricle distortion posterior structure,med
37,digital_computer university ii,cacm
38,user resistance microforms research library microforms limited acceptance research library largely user resistance grow number publish study indicate production inadequate bibliographic access lack standardization defect equipment design maintenance problem poor environment microform usage certain inherent characteristic microforms combine make use solution problem exist time microform industry slow correct positive development occur last two year major problem remain,cisi
39,algol procedure fast_fourier transform arbitrary factor,cacm
40,improve rungekutta computation method scheme common use base incomplete adaptation float_point operation method improve version reduces roundoff_error significantly note heart scheme present fortran language show improve version method obtain addition two fortran statement two version numerical_example compare two include,cacm
41,clue deal cancer_patient clear patient_cancer change pattern communication different stage disease pattern communication basis clue personnel consider make total care effective past day clue social worker make manifest help u deal cancer perhaps chronic disease,med
42,terminal cancer home perhaps difficult part mr illness work life aware process carcinoma time course would try say ing always hope something new way treatment would turn life would worth living,med
43,antidiuresis induced diabetes_insipidus less nephrogenic_diabetes insipidus diuretic cause fall mainly due reduce excretion action correlate extent action salt depletion depends direct effect drug water distal tubule suppress cortisone maximal thiazide derivative progressively compound order absent reduction increase reabsorption na follow salt depletion induced diuretic less importance irregular appearance,med
44,correlation subject book take book use within library traditional circulation count always consider reliable indicator total library use test assumption author correlation exists subject book take library use within library count make book left table surface correlate book charge two study make first book count within lc dewey class span relate second book count within broad lc first second letter dewey ten first case overall correlation second less data author concludes circulation total reliable indicator use predict use thus total use two method ratio regression equation,cisi
45,orbit decay prediction motion artificial satellite_orbit decay prediction motion artificial satellite rate decay elliptic satellite_orbit due atmospheric drag investigate variation parameter use atmospheric model involve power function density altitude model show fit actual condition well exponential function effect rotation earth investigate anomaly atmospheric drag substantially affect orbit element especially define orbit plane alternate approach variation parameter present direct relation period decay instantaneous density condition establish approach specifically adequate prediction work also open systematic unified evaluation observe decay,cran
46,punch_card code standard,cacm
47,annual_review information_science technology spite concern express literature health field information_science institution library information_center progress review volume provide ground trend comment volume prove solid important example movement toward rapid interactive access major public commercial data_base strong probably many_year satisfy experience new mode information access help become merely experimental innovation standard mean search use held data three chapter volume related aspect movement review user interface interactive system report data_base review document_retrieval dissemination system volume also introduces new annual_review topic potentially great importance future library library information_center come year shift balance holding direction medium chapter help define potential problem promising new medium new area interest information system application system information system application humanity addition topic volume cover three core area information_science attempt review close annual basis possible information_need us representation organization information coverage consistent newly developed annual_review master plan cyclic flexible coverage major area interest library information_science,cisi
48,system monitor system base_upon print index described paper system intend monitor large_scale experiment file_organization realtime interactive chemical_information system base_upon topological screen system inclusion every compound atom include h least one screen assignment appear responsive broad range query type random_access technique monitor system also consider paper independent approach toward effective economic manner functional requirement small chemical_information system thus could use encode generate structure file assign search screen provide manual capability via microfilm hard copy print index,cisi
49,computer engineering program terminology,cacm
50,decomposition program analysis matrix problem analyze order compare decomposition algorithm course analysis discover relevance relative performance two algorithm absolute performance compare standard solution without decomposition,cacm
51,storage_allocation reference structure method propose discuss allows capability fortran sense add assembly system,cacm
52,comparison structure simulation event set none,cacm
53,propagation structure blast_wave part propagation structure blast_wave part continuation part j propagation structure blast_wave discuss solution obtain numerical method use result first_approximation obtain part use solution curve curve change feature distribution velocity pressure density behind_shock front discuss approximate_solution equation discuss refinement method due,cran
54,approach system interface high_level language use basic inputoutput support facility described show technique provide potentially method program communicate embed facility processor,cacm
55,algorithm,cacm
56,aerodynamic_noise supersonic_wind tunnel aerodynamic_noise supersonic_wind tunnel measurement free_stream supersonic_wind tunnel make mach_number range show fluctuation increase mach_number fluctuation field assume consist sound assumption consistent sound intensity approximately proportional within range experiment furthermore orientation field found different mach line direction corresponds velocity approximately onehalf freestream_velocity high_mach number show turbulent_boundary layer along nozzle tunnel wall responsible sound field,cran
57,isolation morphology new bacteriophage specific specie best natural bacteriophage probably medium contain actively divide host bacteria condition provide specie respectively phage found include one large head tail also socalled particle head long tail particle property multiply within sensitive cell new morphological type phage also isolated head tail consist short plate one phage found resemble particular interest head tail,med
58,analysis base_pressure supersonic velocity comparison_experiment analysis base_pressure supersonic velocity comparison_experiment first_part investigation analysis make base_pressure inviscid fluid symmetric flow show twodimensional flow also flow body_revolution cylindrical sting attach base infinite number possible solution satisfy necessary boundary_condition give freestream_mach particular case body sting attach one solution possible inviscid_flow corresponds zero base drag accordingly conclude strictly inviscidflow theory satisfactory practical_application approximate semiempirical analysis base_pressure viscous_fluid developed second_part investigation semiempirical analysis base partly inviscidflow calculation theory attempt_make allow effect mach_number reynolds_number profile_shape type boundarylayer_flow measurement base_pressure symmetric flow present purpose comparison_experimental result present concern support interference_effect cylindrical sting interference_effect reflect air wave measurement base_pressure supersonic_wind tunnel,cran
59,terminology proposal,cacm
60,experimental basis review normal lung structure described capillary partition unique effect criterion lesion human pulmonary include evidence destruction residual vascular absence significant amount fibrosis alter conduct without anatomic obstruction experimental_study relate pathogenesis review critically evaluate stress place necessity control factor_influence action specific agent,med
61,magnetohydrodynamic_flow past porous flat_plate magnetohydrodynamic_flow past porous flat_plate incompressible_flow electrically_conduct constant suction velocity uniform strength recently investigate note problem generalize take_account effect free_convection body fluid assume usual addition obvious practical significance problem also interest sense provide another exact_solution magnetohydrodynamic equation since assumption involve constant property freedom excessive charge,cran
62,bone growth metabolic study treat human_growth hormone influence human_growth hormone growth observe possible register crease linear bone growth_hormone administration urinary excretion change significantly nitrogen balance study indicate sharp increase nitrogen retention due reduce urinary_excretion infant calcium phosphorus balance rise three four treat growth_hormone action observe furthermore fail significant_increase nefa serum concentration may therefore conclude metabolic response differs consistently normally observe mature subject,med
63,transonic_flow compressible_fluid nozzle transonic_flow compressible_fluid nozzle method similar developed k compute twodimensional mixed isentropic flow sonic region flow vicinity throat nozzle study several exact_solution von_karman equation transonic_flow obtain one give flow converge nozzle consider_detail solution consists four branch two reject singularity remain two branch one give pure supersonic_flow give taylor type flow local supersonic region throat vary parameter latter branch approach two yield type flow,cran
64,note range transformation square_root logarithm idea two previous_paper one seem almost five_year certain function seem desirable transform argument short range symmetric give example usage square_root logarithm function binary decimal machine,cacm
65,report synthesis progress_report submit library_congress resource grant initiate project give overview make follow area training selection material convert investigation input device format recognition,cisi
66,propagation nonuniform wave move fluid propagation nonuniform wave move fluid initially uniform wave arbitrary strength channel consists two portion one uniform crosssectional_area vary crosssectional_area assume flow nonuniform section front shock initially uniform state perturbation due area variation flow reach shock area variation encounter shock nonuniform section alter subsequent flow addition perturbation due effect area variation initially uniform upstream flow two contribution permanent perturbation cause directly area change transient disturbance true sonic speed respect flow behind_shock due reflection permanent perturbation shock expression various contribution obtain result present include special_case propagation nonuniform conventional shock move fluid propagation nonuniform shock_wave,cran
67,find minimum route network turn penalty,cacm
68,collection longitudinal_stability derivative wing supersonic_speed collection longitudinal_stability derivative wing supersonic_speed collection make theoretical data wing alone stability_derivative govern oscillation aircraft travel supersonic_speed derivative available obtain mean linear theory information give subject usual limitation information present hop convenient form show extent expose part field experimental_investigation need,cran
69,note storage string method store string described us block size therefore completely dynamic relation similar scheme discuss,cacm
70,inverse test_matrix,cacm
71,argument construction community information utility article author urge approach question design computerize community information utility accept technology sure feasibility externally propose project perhaps wait change complementary technique evaluate current project supplementary technique establish existence demand propose take step involve representative group ultimate user system design carefully think possible side_effect man world view current proposal community information utility examine framework conclusion_drawn society yet position justify either construction information utility prototype community acceptance policy favor widespread implementation,cacm
72,automatic dimension example algorithm accomplish automatic storage without need explicit array declaration described,cacm
73,dynamic motion missile descend atmosphere dynamic motion missile descend atmosphere method present compute rapidly yet accurately dynamic motion missile descend atmosphere equation_motion separate set static trajectory equation zero_angle attack set rotational equation describe oscillatory_motion missile transformation allows rotational equation write manner analogous equation oscillate spring mass system mass equal unity time variable spring constant give initial condition equation_solve obtain maximum angle_attack additional transformation allows calculation complete oscillatory_motion time trajectory function maximum angle_attack time solution show maximum angle_attack missile descend atmosphere relatively constant speed reduce even aerodynamic_damp neglect,cran
74,character structure character sense data communication american_standard code information_interchange propose_american standard,cacm
75,incomplete ratio algorithm,cacm
76,history summary fortran standardization development,cacm
77,bessel_function algorithm,cacm
78,program design retrospective_search large data_base retrospective_search large document data_base require development special technique automatic compression data minimization number inputoutput operation computer accessible file also computer_program design require relatively_small amount internal memory present_paper contains description structure program meet requirement vocabulary data_base automatically express_term bit code chosen point natural spell dictionary thus file size reduce without necessity extensive processing decode use compress bit string invert index greatly reduces search time storage management system enables long string process use internal storage creation reduce file table program allows file need specific phase program design use relatively_small amount internal storage inputoutput time,cisi
79,sensory autistic child control previous experiment found autistic control child respond frequently light stimulus condition simultaneous stimulation however role relative intensity level stimulus remain determine present experiment light sound light verbal command present simultaneously various intensity tions response irrespective make reward autistic child test addition tendency visual result show independent high intensity affected group child also respond significantly frequently verbal sound stimulus two group,med
80,note minimal length polygonal approximation contour method extract smooth polygonal contour image illustrate order sequence contour point connection graph image first obtain modify algorithm one image scan minimal polygon subject specify constraint chosen approximate contour determination minimal polygon reduce nonlinear program problem_solve algorithm take_account weak bond variable example present correspond compute time list,cacm
81,report conference university director,cacm
82,citation_index study science reveal really influence course science science_citation index seem valuable tool sociologist,cisi
83,computer engineering program terminology,cacm
84,use aerodynamic lift entry earth_atmosphere use aerodynamic lift entry earth_atmosphere employ aerodynamic lift entry earth_atmosphere either escape velocity range allowable entry angle prescribed peak deceleration greatly_increase total heat vehicle held value nonlifting vehicle modest liftdrag_ratio require beyond peak g prevent deceleration exceed peak value prevent vehicle earth_atmosphere thus difficult guidance control problem greatly particular return necessity drag eliminate,cran
85,span_tree h_algorithm,cacm
86,cisternal fluid oxygen_tension man use study oxygen_tension simultaneously internal vein arterial_blood various condition result suggest cisternal oxygen_tension degree reflect average oxygen_tension surround brain tissue reflect available free oxygen brain change short duration cerebral blood flow,med
87,comparison simulation event list algorithm corrigendum,cacm
88,longterm prognosis response schizophrenic_child control study evident study treatment control group must match severity illness since affect well type treatment use technique guarantee study comparison treatment regime may group match match base critical factor study response aspect treatment type response drug related initial severity language impairment thus major developmental defect determines longterm outcome schizophrenic_child group also predict immediate treatment within major subgroup young schizophrenic_child speech without child different profile disorder development different pattern,med
89,development boundary_layer supersonic shear_flow development boundary_layer supersonic shear_flow development boundary_layer velocity shear_layer discuss twodimensional flow axisymmetric flow compressible_incompressible fluid show solution_obtain li twodimensional flow incompressible_fluid applicable general case suitable transformation coordinate make new definition show necessary give displacement momentum_thickness boundary_layer reynolds_number base thickness give show phenomenon occurs constant value reynolds_number occur point length scale flow increase first move downstream move slightly upstream show qualitative result blunt_cone supersonic_flow quantitative comparison theoretical_experimental value displacement momentum_thickness attempt disagreement obvious unfortunately accuracy experiment far available insufficient give positive theory note,cran
90,freeflight_measurement static_dynamic freeflight_measurement static_dynamic representative experimental_result present show current_status panel_flutter problem result present rectangular_panel rectangular_panel stiffen flutter boundary establish type panel consider basis equivalent isotropic plate effect mach_number differential pressure aerodynamic_heating panel_flutter discuss flutter analysis orthotropic panel present appendix,cran
91,new test technique hypervelocity wind_tunnel new test technique hypervelocity wind_tunnel measurement effect vehicle stability measurement aerodynamic_damp make type hypervelocity wind_tunnel sample data give indicate quality data obtainable tunnel sample photograph also present,cran
92,permutation generator_algorithm,cacm
93,restriction language computer grammar natural_language past_year number system computer analysis natural_language sentence base augment contextfree_grammar contextfree_grammar defines set parse tree sentence plus group restriction tree must order valid sentence analysis coverage grammar increase efficient representation becomes essential development paper_present program_language design specifically compact statement restriction natural_language grammar base ten_year experience parse text sentence comprehensive english grammar linguistic string project syntax routine relation found useful adequate computerize natural_language analysis language use current implementation linguistic string parser,cacm
94,flow diagram turing_machine language two formation rule first_part paper flow diagram introduce represent mapping set although every diagram finite number give base diagram becomes true level due suitable extension give set basic mapping define two normalization method flow diagram give first three base diagram second two second_part paper second method apply theory turing_machine every turing_machine provide associate similar machine essentially job work tape obtain first one alternate square new machine family elsewhere introduce generate composition iteration two machine l r family proper whole family turing_machine,cacm
95,methodology design distribute information system macro model distribute information system present model describes major cost use information system perspective make evident effect various design operating parameter overall cost_per transaction technique design interactive transaction processing system,cacm
96,periodicity microfilariae microfilariae monkey different phase paper report experiment microfilariae one phase host another phase attempt analyse rhythm inherent microfilariae host production well_know periodic migration experiment_perform present monkey,med
97,official action response algol program_language,cacm
98,quadratic hash method table size prime_number previous_work quadratic hash method limited mainly case table size prime_number certain result derive composite number show composite number contain least_square one component prime quadratic,cacm
99,hypothermia without ex study use cold perfusion paper include minor clinical note open heart surgery cancer perfusion contains experimental information cancer perfusion method perfusion dog report author utilize superior gravity volume venous sometimes enhance low molecular_weight determine flow rate cool maintain quite variable period apparently generally temperature perfusion time min hr animal low flow longer high incidence ventricular low survival_rate survive flow rate good flow rate perfusion ventricular flow rate survival increase animal receive low molecular_weight four animal ventricular gain adequate cardiac function survive interest data regional cool low half body present author conclude without sufficient evidence important factor mortality perfusion ability maintain flow rate approach estimate normothermic cardiac_output animal,med
100,like language simulation language base programmed entirely language internal implementation major difference present_paper program guide language rather attempt present brief_description include sufficient description render material reader familiar,cacm
101,towards behavioral theory communication paper_present information related decision problem recipient orientation toward formal_definition behavioral element individual specifically element objective objective possible efficiency achieve objective probability choice amount information explicitly define term probability choice available amount information message define difference amount information follow message amount information precede message amount instruction define term efficiency available amount motivation define term value objective amount instruction motivation message define information compare amount message value individual define function amount information amount instruction amount motivation state concept generalize express value state individual,cisi
102,analytic extension shockexpansion_method analytic extension shockexpansion_method problem consider calculate approximately inviscid rotational flow_field pressure_distribution smooth sharp_lead trail_edge uniform supersonic_hypersonic stream assumption perfect_gas make basic flow pattern analysis take give simple isentropic shockexpansion_method straight characteristic elementary characteristic treatment discuss show simple shockexpansion_method satisfactory compute surface_pressure distribution circumstance may expect break utilize characteristic variable isentropic shockexpansion_method formulate analytically analytic result_obtain shock_shape correspond approximation special_case applicable slender_body high_mach number expression large_distance found reduce result previously give weak shock slender_body turn reduces result first give employ analytic form isentropic shockexpansion_method approximation analytically consistent perturbation method developed expand dependent flow variable exact partial_differential equation power reflection coefficient simple wave interact oblique_shock scheme nature help define region shock expansion use addition take_account perturbation sense factor neglect simple theory namely curvature reflection mach wave correct boundary_condition shock_wave analytic solution_obtain firstorder correction include surface_pressure distribution necessary numerical_computation integral involve considerably simpler direct application method characteristic illustrate method accuracy shock_shape firstorder pressure_distribution calculate family parabolic arc airfoil infinite freestream_mach number result compare rotational characteristic solution available present method found,cran
103,comment dijkstra concurrent program control problem,cacm
104,heuristic approach inductive inference fact retrieval_system heuristic procedure present developed perform inference generalize available information procedure make use similarity structure impose data_base use cluster algorithm implement model fact retrieval_system us formal query language data_structure program experiment described wherein procedure use test data_base alter delete part data introduce false data found system infer correct response variety condition involve incomplete data,cacm
105,considerable progress_make knowledge bilirubin metabolism since direct conjugate bilirubin metabolic involve hepatic well establish subject excellent review representation metabolism fig possible jaundice fig reproduce furnish clear picture serve reference point discussion follow interest current concept etiology physiologic jaundice mind jaundice may_occur number reason described,med
106,estimation fatigue damage structural element estimation fatigue damage structural element method present estimation fatigue damage element gust spectrum aircraft subject analyse term load interval gust data supply j taylor fly ft use study fatigue damage number joint one whole structure,cran
107,linear algorithm find prime_number new algorithm present find prime n algorithm n assume multiplication integer large n perform unit time method arithmetic complexity algorithm present however version perhaps simpler also easily extend find prime factorization integer n n,cacm
108,within fortran note describes facilitate handle tape file allow symbolic name information file without scientific programmer idea simplicity comment two year use subroutine give,cacm
109,logarithmic error newton_method square_root problem obtain value calculation square_root use newton_method consider point elsewhere relative error use measure fit optimal result_obtain initial approximation best fit show instead socalled logarithmic error use best initial fit optimal type error moreover use logarithmic error appear simplify problem determine optimal initial approximation,cacm
