,Text,Label
12,thermal effect hemisphere thermal effect hemisphere approximate_method injection distribution exist hemisphere distribution injection independent level model distribution supersonic laboratory wind_tunnel mach_number design technique reasonably accurate data nose theory injection agreement case reduction heattransfer_coefficient good value wall_temperature nose percent local stagnation_temperature largely independent injection rate phenomenon helium boundary_layer air injection cause slight reduction wall_temperature injection hemisphere nose considerably reduces surface additional reduction air injection theory largely,cran
13,pressure measurement supersonic_speed conical wing unit aspect_ratio pressure measurement supersonic_speed conical wing unit aspect_ratio pressure measurement mach_number range incidence simple model thick conical edge test form part investigation effect thickness aspect_ratio model unity case spanwise cross_section pressure_distribution overall lift_drag skin_friction base drag integration,cran
14,transformation transonic_flow transformation transonic_flow author study problem shape velocity axis velocity increase sonic velocity axis nozzle first physical plane plane characteristic differential_equation line branch point region line region stream function region also point condition exit nozzle author construct plane exit velocity finite sum regular r square velocity approximation velocity_distribution axis solution region nozzle region author solution region interest type solution author nozzle supersonic part,cran
15,metabolism lens iii effect previous communication fraction rat lens hour animal r present study vitro normal x rat lens sodium cent specific also paper activity individual well specific experiment also hour activity lens matter result experiment indicate markedly hour r radiation significant effect fraction effect heating,med
16,use simulation information_storage retrieval_system previous application simulation information_storage retrieval_system scope environment system operate subsystem large system user retrieval_system component form information system user response influence operation attempt satisfy user_need finite budget allocation theory basis user behavior industrial dynamic model developed behavior university library component result analysis produce,cisi
17,library report deal public public_library service way information nature public present people public_library member also never relative british subject therefore mass observation reading society young survey book comprehensive scope detailed analysis survey depth issue necessarily small part book,cisi
18,generation random normal variable algorithm,cacm
19,algebraic compiler fortran program algebraic compiler fortran program compiler algebraic statement operation expression easily,cacm
20,representation problem arrangement object objective function primarily consists derivative distance object arrangement problem requirement problem area current language alternative data_structure described,cacm
21,case publication paper recently subject author present case description value brief contribution lie fact least year idea result type case,med
22,atresia anomaly anomaly specimen atresia pulmonary form case anomaly group atresia group flow blood response group ii factor latter group total common patent case,med
23,concept method graduate study course include general material type abstract historical development publication industry especially united_state need standard preparation evaluation product topic call concept text method section instruction abstract publication detailed instruction example exercise appendix abstract publication research automation work topic great emphasis past computer use increasingly librarianship much research effort preparation evaluation abstract extract student librarian benefit research computer_program analyze text select key sentence extract abstract benefit research key segment information industry opportunity available professional worker many librarian activity effective use information chapter opportunity,cisi
24,technical library user demand classification user group user demand technical library study technical library information department main aim determination user demand item information document seek seek classification user group demand test hypothesis possible meaningful user group common feature characteristic behavior pattern group need estimation significance librarian measure demand librarian library term time use different user group,cisi
25,system business automation language system business automation system application describe application computer user view application manipulation information twodimensional picture table business form report display terminal gradually application example system information database language subset language,cacm
26,distance flow air distance flow air problem deflection initially shape circular end load,cran
27,theory round theory round theory consideration potential nozzle curve function diameter reynolds_number total equivalent length ratio section nozzle theoretical curve diameter reynolds_number good_agreement experiment number theory rational framework experimental_result show effect shape location pressure value design suggests design operation,cran
28,algorithm probability union large number event algorithm efficiently probability union n independent event problem sum product possible combination n variable minimum time,cacm
29,architecture ibm paper_discus design consideration extension comment experience original objective effort achieve describes reason objective architecture cover storage program control instruction facility error inputoutput operation important parameter various ibm machine architecture,cacm
30,light study respiratory light observation development rat lung presence alveolar stage stage present different part lung time eg length stage appearance light individual cell also respect present cell stage becomes duct air space always continuous complete epithelium blood complete present cell development present large number indicate absorption fluid mechanism alveolar nature remains respiratory fully birth importance fact human infant adult epithelium varies thickness project medical research also,med
31,new computer important methodology systematic program design development program compound function expression algebra function algebraic property function expression permit expansion well reduction environment thus program well program execution finally term selection solution certain elementary equation algebra function solution general formula single parameter display entire available correct program,cacm
32,oscillation system nonlinear particular type oscillation system nonlinear particular type oscillation dynamic system single linear force nonlinear force latter function velocity simple graph negative small velocity becomes positive velocity certain value assumption solution equation_motion amplitude maximum velocity period simple solution case small approximate_solution series power ratio satisfactory accuracy quite large value,cran
33,simultaneous use circulation hypothermia surgery heart operative technique cardiac surgery condition hypothermia simultaneous use described majority case patient water c perfusion volume hypothermia others gradient c blood water perfusion volume less data show technique lead change internal organ mean arterial pressure perfusion overall mortality author case disease case flap tissue group mortality,med
34,intermediate new step towards international cooperation scientific_technical information agency documentation documentation ie literature scientific_technical information turn problem growth information number often several country activity often similar document source job differ practical detail less identical descriptive bibliography index selective distribution,cisi
35,use transformation line curve picture efficient procedure line picture paper point use rather parameter computation also show method general alternative interpretation explain source efficiency,cacm
36,syndrome case report syndrome correlation clinical pathological feature exit open severe distortion structure,med
37,digital_computer university ii,cacm
38,user resistance research library limited research library largely user resistance number study indicate production inadequate bibliographic access lack standardization defect equipment design maintenance problem poor environment usage certain characteristic use solution problem time industry correct positive development major problem remain,cisi
39,algol procedure arbitrary factor,cacm
40,computation method scheme common use point operation method version reduces significantly note heart scheme fortran language version method addition fortran statement version numerical_example,cacm
41,clear pattern communication different stage disease pattern communication basis personnel total care effective past day social worker help cancer perhaps chronic disease,med
42,terminal cancer perhaps difficult part life aware process carcinoma time course always hope new way treatment turn life,med
43,induced diabetes_insipidus less cause fall mainly due excretion action extent action salt depends direct effect drug water maximal derivative compound order reduction salt induced less importance appearance,med
44,correlation subject book book library traditional circulation count always reliable indicator total library use test assumption author correlation exists subject book library library count book left table surface book study first book class span second book broad first second letter ten first case overall correlation second less data author circulation total reliable indicator use use thus total use method ratio regression equation,cisi
45,orbit decay prediction motion artificial decay prediction motion artificial satellite rate decay elliptic due drag variation parameter use model power function density altitude model fit actual condition well exponential function effect rotation conclusion anomaly drag substantially affect orbit element especially orbit plane approach variation parameter direct relation period decay density condition approach specifically adequate prediction work also open systematic evaluation decay,cran
46,card code,cacm
47,information_science technology concern literature health field information_science institution library information_center progress review volume provide ground trend volume solid important example movement rapid interactive access major public data_base strong probably experience new mode information access help become merely experimental innovation standard mean held data chapter volume related aspect movement review user interface interactive system report data_base review document_retrieval dissemination system volume also new topic potentially great importance future library library information_center year shift balance direction medium chapter help define potential problem new medium new area interest information system application system information system application addition topic volume cover core area information_science attempt review close basis possible information_need us representation organization information coverage consistent developed master plan flexible coverage major area interest library information_science,cisi
48,system monitor system index described paper system monitor experiment file_organization realtime interactive chemical information system system inclusion compound atom h least assignment broad range query type technique monitor system also paper independent approach effective economic manner functional requirement small chemical information system thus generate structure file search provide manual capability copy index,cisi
49,computer engineering terminology,cacm
50,analysis matrix problem order compare algorithm course analysis relevance relative performance algorithm absolute performance standard solution,cacm
51,reference structure method allows capability fortran sense system,cacm
52,comparison structure simulation event set none,cacm
53,propagation structure part propagation structure part part j propagation structure solution numerical method result part use solution curve curve feature distribution velocity pressure density approximate_solution equation method due,cran
54,approach system interface high_level language basic inputoutput support facility described technique provide potentially method program facility processor,cacm
55,algorithm,cacm
56,tunnel tunnel measurement free_stream tunnel mach_number range fluctuation increase rapidly mach_number fluctuation field consist sound assumption consistent sound intensity approximately proportional range experiment furthermore orientation field found different mach line direction corresponds velocity approximately high_mach number turbulent_boundary layer nozzle tunnel wall responsible sound field,cran
57,new specific specie best natural probably medium host condition specie respectively phage found large head tail also particle head long tail particle property sensitive cell new type phage also isolated head tail short plate phage found particular interest head tail,med
58,analysis base_pressure supersonic velocity analysis base_pressure supersonic velocity first_part investigation analysis base_pressure inviscid fluid symmetric flow twodimensional flow also flow body_revolution cylindrical base infinite number possible solution necessary boundary_condition freestream_mach particular case body solution possible inviscid_flow corresponds zero base drag theory satisfactory practical_application approximate analysis base_pressure developed investigation analysis partly calculation theory attempt effect mach_number reynolds_number type measurement base_pressure symmetric flow purpose result support cylindrical air wave measurement base_pressure tunnel,cran
59,terminology proposal,cacm
60,experimental basis review normal lung structure described unique effect criterion lesion human pulmonary include evidence absence significant amount experimental_study stress necessity control factor action specific agent,med
61,past porous flat_plate past porous flat_plate incompressible_flow past constant suction velocity uniform strength recently note problem account effect body force fluid usual addition obvious practical significance problem also sense exact_solution equation assumption constant property excessive charge,cran
62,bone growth metabolic study human_growth hormone influence human_growth hormone growth possible register linear bone growth_hormone administration urinary excretion change significantly nitrogen balance study sharp increase nitrogen retention due infant calcium balance growth_hormone action furthermore serum concentration therefore metabolic response normally subject,med
63,transonic_flow compressible_fluid nozzle transonic_flow compressible_fluid nozzle method similar developed k twodimensional mixed flow sonic region flow vicinity nozzle several exact_solution equation transonic_flow flow nozzle detail solution consists branch branch pure supersonic_flow type flow local supersonic region parameter latter branch approach yield type flow,cran
64,note range transformation square_root idea almost year certain function desirable argument short range symmetric example usage square_root function binary decimal machine,cacm
65,project synthesis library_congress resource project project progress area training selection material investigation format recognition,cisi
66,propagation nonuniform wave fluid propagation nonuniform wave fluid initially uniform wave arbitrary strength channel consists portion uniform flow nonuniform section front shock initially uniform state perturbation due area variation flow reach shock area variation shock nonuniform section subsequent flow addition perturbation due effect area variation initially uniform upstream flow contribution perturbation directly area change transient disturbance true sonic speed respect flow shock due reflection perturbation shock expression various contribution result include special_case propagation nonuniform conventional gas dynamic shock fluid propagation nonuniform shock_wave,cran
67,minimum network turn,cacm
68,collection derivative speed collection derivative speed collection theoretical data wing alone oscillation aircraft supersonic_speed derivative available mean linear theory information subject usual limitation information convenient form show extent part field experimental_investigation,cran
69,note storage string method string described us block size therefore completely dynamic relation similar scheme,cacm
70,inverse,cacm
71,argument construction community information utility article author approach question design community information utility technology feasibility project perhaps change technique evaluate current technique existence demand step involve representative group user system design possible man world view current proposal community information utility framework society yet position construction information utility community policy implementation,cacm
72,automatic example algorithm automatic storage need explicit array described,cacm
73,dynamic motion missile atmosphere dynamic motion missile atmosphere method rapidly yet accurately dynamic motion missile atmosphere equation_motion set static equation zero_angle attack set equation missile transformation allows equation manner analogous equation mass system mass equal unity time variable constant initial condition equation maximum angle_attack additional transformation allows calculation complete time function maximum angle_attack time solution show maximum angle_attack missile atmosphere relatively constant speed even aerodynamic,cran
74,character structure character sense data communication american_standard code american_standard,cacm
75,ratio algorithm,cacm
76,history summary fortran standardization development,cacm
77,algorithm,cacm
78,program design large data_base large document data_base development special technique automatic compression data number inputoutput operation computer file also computer_program require amount internal memory present_paper contains description structure program meet requirement vocabulary data_base automatically term bit code chosen point natural dictionary thus file size necessity extensive processing use bit string index greatly reduces search time storage management system enables long string use internal storage creation file table program allows file specific phase program use amount internal storage inputoutput time,cisi
79,child control previous experiment found control child frequently light stimulus condition simultaneous stimulation however role relative intensity level stimulus present experiment light sound light command simultaneously various intensity response child addition tendency visual result independent high intensity affected group child also significantly frequently sound stimulus group,med
80,note minimal length approximation contour method smooth contour image sequence contour point connection graph image first algorithm image scan minimal polygon constraint chosen contour determination minimal polygon nonlinear problem algorithm account weak variable example time,cacm
81,report conference university center,cacm
82,citation science course science index valuable tool,cisi
83,computer engineering terminology,cacm
84,use aerodynamic lift entry use aerodynamic lift entry aerodynamic lift entry velocity range entry angle prescribed peak greatly total heat energy vehicle held value vehicle peak g prevent peak value prevent vehicle thus difficult control problem greatly particular necessity drag,cran
85,tree,cacm
86,fluid man simultaneously internal various condition degree average brain tissue available free oxygen brain change short duration cerebral blood flow,med
87,comparison simulation event list algorithm corrigendum,cacm
88,longterm prognosis response study evident study treatment control group affect well type treatment use technique study comparison treatment regime group critical factor study response aspect treatment type response drug related initial language thus major defect determines longterm group also immediate treatment major young speech child different profile development different pattern,med
89,development boundary_layer supersonic shear_flow development boundary_layer supersonic shear_flow development boundary_layer velocity twodimensional flow axisymmetric flow fluid solution twodimensional flow applicable general case suitable transformation coordinate new definition necessary displacement boundary_layer reynolds_number thickness phenomenon occurs constant value reynolds_number occur point length scale flow increase first move downstream move slightly upstream qualitative result supersonic_flow quantitative comparison theoretical_experimental value displacement obvious accuracy experiment far available positive theory note,cran
90,representative experimental_result show panel_flutter problem result flutter boundary type panel basis equivalent plate effect mach_number differential pressure aerodynamic_heating panel_flutter flutter analysis panel appendix,cran
91,new test technique wind_tunnel new test technique wind_tunnel measurement effect vehicle stability measurement aerodynamic type wind_tunnel sample data indicate quality data tunnel sample also,cran
92,permutation,cacm
93,restriction language computer grammar natural_language past_year number system computer analysis natural_language sentence set tree sentence group restriction tree order valid sentence analysis coverage grammar efficient representation becomes essential development paper_present language specifically compact statement restriction natural_language grammar experience text sentence comprehensive english grammar linguistic string project syntax routine relation found useful adequate natural_language analysis language current implementation linguistic string parser,cacm
94,flow diagram machine language formation rule first_part paper flow diagram represent mapping set diagram finite number base diagram becomes true level due suitable extension set basic mapping method flow diagram first base diagram second paper second method theory machine machine similar machine essentially job tape first square new machine family composition iteration machine l r family proper whole family machine,cacm
95,methodology design information system model information system model describes major cost information system perspective evident effect various design operating parameter overall cost transaction technique application design interactive transaction processing system,cacm
96,microfilariae microfilariae monkey different phase paper report experiment microfilariae phase host phase attempt relative importance microfilariae host production well experiment present monkey,med
97,action response algol language,cacm
98,quadratic method table size quadratic method limited mainly case table size certain result number number least_square component prime quadratic function,cacm
99,hypothermia study use cold perfusion paper minor clinical note open heart surgery cancer perfusion contains experimental information cancer perfusion method perfusion dog author superior volume sometimes low molecular_weight flow rate quite variable period apparently generally temperature perfusion time min hr animal low flow longer high incidence ventricular low flow rate good flow rate perfusion ventricular flow rate survival animal low molecular_weight animal ventricular adequate cardiac function data low half body author sufficient evidence important factor mortality perfusion ability maintain flow rate animal,med
100,language simulation language programmed entirely language internal implementation major difference paper guide language rather attempt present sufficient description material reader familiar,cacm
101,towards theory communication paper_present information related decision problem recipient orientation element individual specifically element objective objective possible efficiency objective probability choice amount information explicitly term probability choice available amount information message difference amount information message amount information message amount instruction term efficiency available amount term value objective amount instruction message information amount message value individual function amount information amount instruction amount state concept express value state individual,cisi
102,analytic extension analytic extension problem approximately inviscid flow_field pressure_distribution smooth uniform stream assumption basic flow pattern analysis simple straight characteristic elementary characteristic treatment show simple satisfactory surface pressure_distribution circumstance characteristic variable analytic result approximation special_case applicable slender_body high_mach number expression found result previously weak shock slender_body turn reduces result first analytic form approximation consistent perturbation method developed dependent flow variable exact partial_differential equation power reflection coefficient simple wave scheme nature help define region shock expansion addition account perturbation sense factor simple theory namely curvature reflection mach wave correct boundary_condition shock_wave analytic solution firstorder correction surface pressure_distribution necessary integral considerably simpler direct application method characteristic illustrate method accuracy firstorder pressure_distribution family parabolic airfoil infinite freestream_mach number result characteristic solution available present method found,cran
103,comment control problem,cacm
104,heuristic approach inference fact retrieval_system heuristic procedure developed perform inference available information procedure use similarity structure data_base algorithm model fact retrieval_system us formal query language data_structure program experiment described procedure test data_base part data data found system correct response variety condition data,cacm
105,considerable progress knowledge metabolism direct metabolic hepatic well subject review representation metabolism possible clear picture serve reference point discussion current concept etiology mind occur number reason described,med
106,estimation fatigue damage structural element estimation fatigue damage structural element method estimation fatigue damage element gust spectrum aircraft term interval gust data j ft study fatigue damage number joint whole structure,cran
107,linear algorithm new algorithm prime n algorithm n multiplication integer large n unit time method arithmetic complexity algorithm however version perhaps simpler also easily prime integer n n,cacm
108,fortran note describes facilitate tape file symbolic information file scientific programmer idea simplicity comment year use subroutine,cacm
109,error square_root problem optimal value calculation square_root relative error measure fit optimal result initial approximation best fit instead error best initial fit optimal type error moreover use error problem optimal initial approximation,cacm
110,small size general_purpose digital_computer magnetic element question development construction general_purpose digital_computer magnetic long duration memory element developed laboratory electrical,cacm
111,experiment text file compression system compression data file method general applies equally well english pli digital data system consists analysis program algorithm string differ slightly earlier proposal analysis program attempt optimal set code file new algorithm operation described various parameter algorithm compression sample text,cacm
112,quantitative growth mathematical literature number mathematical publication year count title average continuous compound rate percent year time century deviation exponential curve clearly related recovery total number publication prior curve output total mathematical title end deviation percent year negligible observation continue parallel theoretical curve wellknown hypothesis strongly rate less half found discrepancy due failure previous study account title time series,cisi
113,l form cell technique section comparison structural unit l form unit size lack rigid cell wall compact nuclear area cell l form unit bound typical membrane comparable described mycoplasma specie nuclear area l form present appearance size particular structural unit many small unit large body possibly process evidence division formation fragment,med
114,least cost selection library material compact storage last library collection exponential rate evident future help ease collection many librarian compact storage material aspect storage system fraction collection criterion material storage study selection criterion storage quantity large circulation cost small cost material storage criterion age material individual book usage rate age policy objective determination critical age material storage fraction collection model circulation rate book age average geometric pattern average time gap recent circulation book utilized measure rate usage book storage decision variable function usage rate policy critical gap maximum amount time book remain collection book rule time last use critical gap hence selection rule independent distribution usage rate fraction collection depends circulation activity individual library empirical evaluation storage model data library estimate cost parameter literature calculation related cost demonstrate significant storage material calculation indicate large portion collection comparison age policy usage rate policy indicate latter criterion case situation usage rate policy unit cost sensitivity analysis cost parameter practical range value show choice length planning relatively effect change cost parameter cause significant change result rule extremely sensitive change circulation cost differential important component latter consideration rather subjective estimate cost service potentially large influence,cisi
115,american_standard specification paper card information_processing,cacm
116,treatment cancer surgery carcinoma remains however time operation previously tissue tumor time addition tumor spread limit surgical,med
117,monkey found also specie specie type observation suggest serve b high rate infection found people small found third stage monkey serve b high rate infection specie people small,med
118,wind_tunnel test hypersonic_speed investigate property slender shape wind_tunnel test hypersonic_speed investigate property slender shape test hypersonic_speed slender_body described aim lift aerodynamic_heating model simple geometric shape configuration later built,cran
119,attempt foundation major purpose mind first general simple advantage together work single problem least small class problem especially problem previously formal presentation day time left presentation formal discussion conference much time possible number presentation left free informal discussion second purpose even great necessity opinion obvious first hope already thought form personal contact presence system theory word usual way hope able especially informal discussion similarity difference base syntactic relationship,cisi
120,interpolation algorithm,cacm
121,strategy public_library change american phenomenon public_library question position never term general use public support large marked progress,cisi
122,simple shear_flow plate small viscosity simple shear_flow plate small viscosity study highspeed viscous_flow past twodimensional body usually necessary shock_wave nose edge body consequently exists inviscid flow region shock_wave boundary_layer situation instance study flow_past flat_plate situation somewhat different classical boundarylayer problem original problem inviscid free_stream boundary_layer hypersonic boundarylayer problem inviscid free_stream possible effect vorticity recently present_paper simple shear_flow plate fluid small viscosity problem boundarylayer approximation feature free_stream constant vorticity discussion steady_flow,cran
123,precise numerical analysis program description program solution small number standard numerical analysis problem accuracy limit correct decimal place number interval number concept automatically detail problem specification problem computation,cacm
124,reader library cooperation volume mean librarian student attention significant social theoretical organizational functional operational generalization library suggest sense total cooperative aim form range library cooperation individual library seek extend limit separate capability,cisi
125,method ambiguity due signal digital design,cacm
126,set basic inputoutput procedure algorithm mean primitive symbol length journal algorithm policy basic set inputoutput procedure quality flexibility instance procedure output point point representation round properly variant easily explicit call procedure integer real highly practice input easy subset procedure documentation output form equivalent algol statement also use subset information form output prior call procedure real format use parameter provide information simultaneous output several channel procedure,cacm
127,relatively lesion congenital basis aneurysm immediately right many aneurysm produce symptom others cause result shunt right isolated abnormality congenital cardiac defect particularly aortic aneurysm site formation occur part complex defect however feature diagnostic defect still presence aneurysm diagnostic feature left_ventricular,med
128,error x,cacm
129,structural acoustic proof structural acoustic proof introduction continued development increase problem problem become eye structural engineer aircraft normal strength requirement fall problem much produce solution considerable structural research result inadequate failure satisfactory solution final proof design found proof proof acoustic fatigue sense design structure simulated environment period time long enough design life,cran
130,optimal space allocation device amount space file storage amount online decision file decision affect number request operator often facility number thus decrease optimization model assignment file disk status heuristic case compute actual optimum,cacm
131,technology electrical engineering case study experience technology electrical engineering reference information procedure document processing equipment part industrial production term,cisi
132,efficient,cacm
133,interpolation,cacm
134,distribution program primary fast buffer storage computer system fast buffer memory central processing unit optimal distribution program buffer program function expression distribution program useful fraction integral primary fast buffer storage buffer management policy,cacm
135,library planning decision system book problem design development statistical information system provide quantitative information effective management university large public_library need library statistical data system also framework rational planning decision considerable effort development analytical model assist decision flow benefit community library serf result effort page,cisi
136,gamma_function real argument algorithm,cacm
137,treatment acid infection b p urine incidence therapy tumour incidence case cent often condition series ten patient treatment acid treatment series acid value treatment b infection drug choice treatment,med
138,set algorithm,cacm
139,conversion table,cacm
140,measurement skin_friction boundary_layer cone injection measurement skin_friction boundary_layer cone injection measurement average skin_friction turbulent_boundary layer total angle cone injection measurement total freestream_mach number x injection helium air skin_friction range mach_number test relative reduction skin_friction theory light gas effective mass flow basis marked effect mach_number reduction average skin_friction effect available theory limited transition location measurement indicate boundary_layer fully transition point approach forward limit injection variation low injection rate natural transition dependent flow reynolds_number type gas high injection rate skin_friction result,cran
141,code information_processing application online_system code specifically internal information_processing operation online computer system respect application information channel system system user code direct application problem area information_retrieval text code information_processing code code set subset easily basic set code set simple binary operation special symbol control character code number character basic set size use code set suitable interpretation otherwise code basis requirement local environment,cacm
142,approximate_solution hypersonic laminar_boundary layer equation application approximate_solution hypersonic laminar_boundary layer equation application skin_friction hypersonic laminar_boundary layer use integral_method wall prandtl_number unity formula variation viscosity temperature result exact_solution good_agreement formula useful formula together viscous_flow slender_body sufficiently example pressure_distribution flat_plate numerically entire region surface comparison author theoretical result well experimental value,cran
143,computer system design paper advantage design language operating_system machine interactive laboratory describes effect move feature domain design system compilation system structure communication mechanism construction hierarchical subsystem also important new concept operating_system separation maintenance function separation enables new algorithm decision system integration correctly decision,cacm
144,comment linear search table,cacm
145,various force system various force system necessity force system instability problem reference whereas method generally applicable determination instability load method usually valid system small change character otherwise system cause large change magnitude column example reference end time constant,cran
146,paper tape american_standard,cacm
147,mathematical approach prediction scientific discovery field least fundamental discovery seem pattern future discovery sense,cisi
148,approach flutter problem approach flutter problem approximate theory airfoil unsteady motion condition relation experiment steady_flow application limited moderate stall possibility flutter assumption discussion partly domain stall flutter possibility development theory case,cran
149,core allocation probability,cacm
150,innovation analysis attention time interest area academic government business central manner new process product developed accepted help well process number year series related study innovation purpose book bring together result study,cisi
151,ratio algorithm,cacm
152,application differential_equation general problem problem digital_computer processing term numerical_solution system ordinary_differential equation powerful method existence solution system good general_purpose routine solution system processing many problem true point_view ease ease computer time number example detail,cacm
153,quadratic nonlinear regression quadratic algorithm described use method nonlinear regression linear constraint regression method,cacm
154,formula boundary value problem cylinder formula boundary value problem cylinder n j formula solution circular_cylinder express result exact form detailed investigation notation otherwise,cran
155,classification system algorithm system automatic theorem described briefly document category case agreement professional collection factor cent human consistency course computer index cent accuracy case technique sample document group drawn category group turn basis computer number category cycle computer found group cent document also together professional basis subject content new measure performance application technique,cisi
156,operator examination year become sophisticated program process become complex dependence experience operator time selection training operator difficult accurate uniform operator test training aid author developed operator examination examination programmed specifically ibm model ii tape record similar program developed computer,cacm
157,note point binary multiplication algorithm developed sequence shift many point binary multiplication constant significant characteristic algorithm simplicity test determines algorithm degree suggests efficient,cacm
