,0
405,cryptography
406,cult
407,culture
408,curious
409,current
410,currently
411,customer
412,cut
413,cycle
414,daily
415,damage
416,damn
417,dan
418,danger
419,dangerous
420,daniel
421,dark
422,data
423,database
424,date
425,daughter
426,dave
427,david
428,david_koresh
429,day
430,db_db
431,dc
432,de
433,dead
434,deal
435,dealer
436,death
437,debate
438,dec
439,decent
440,decide
441,decision
442,deep
443,default
444,defend
445,defense
446,define
447,definitely
448,definition
449,degree
450,demand
451,deny
452,department
453,depends
454,dept
455,describe
456,described
457,description
458,design
459,desire
460,destroy
461,destroyed
462,det
463,detail
464,detector
465,determine
466,detroit
467,developed
468,development
469,device
470,devil
471,dictionary
472,die
473,diet
474,difference
475,different
476,difficult
477,digital
478,direct
479,direction
480,directly
481,director
482,directory
483,disagree
484,disclaimer
485,discus
486,discussion
487,disease
488,disk
489,display
490,distance
491,distribution
492,distribution_na
493,distribution_usa
494,distribution_world
495,division
496,do
497,doc
498,doctor
499,doctrine
500,document
501,documentation
502,dod
503,dog
504,dollar
505,door
506,double
507,doubt
508,doug
509,dr
510,draw
511,dream
512,drive
513,driven
514,driver
515,drop
516,drug
517,due
518,duty
519,ear
520,earlier
521,early
522,earth
523,easily
524,east
525,easy
526,eat
527,economic
528,economy
529,ed
530,edge
531,edition
532,editor
533,education
534,edward
535,effect
536,effective
537,effort
538,eg
539,electronic
540,electronics
541,element
542,else
543,elsewhere
544,em
545,email
546,email_address
547,encryption
548,end
549,enemy
550,energy
551,engine
552,engineer
553,engineering
554,english
555,enjoy
556,enough
557,enter
558,entire
559,entirely
560,entry
561,environment
562,equal
563,equipment
564,equivalent
565,eric
566,error
567,especially
568,espn
569,essentially
570,et_al
571,etc
572,europe
573,european
574,even
575,event
576,eventually
577,ever
578,everybody
579,everyone
580,everything
581,evidence
582,evil
583,exact
584,exactly
585,example
586,excellent
587,exception
588,excuse
589,exercise
590,exist
591,existence
592,exists
593,expensive
594,experience
595,experiment
596,expert
597,explain
598,explanation
599,export
600,extension
601,external
602,extra
603,extremely
604,eye
605,face
606,facility
607,fact
608,factor
609,fail
610,failure
611,fair
612,fairly
613,faith
614,fall
615,false
616,familiar
617,family
618,fan
619,faq
620,far
621,fast
622,faster
623,father
624,fault
625,favor
626,fax
627,fbi
628,fear
629,feature
630,february
631,fed
632,federal
633,fee
634,feel
635,felt
636,field
637,fight
638,figure
639,file
640,fill
641,film
642,filter
643,final
644,finally
645,fine
646,finger
647,fire
648,firearm
649,first
650,first_place
651,fit
652,fix
653,flame
654,flat
655,flight
656,floor
657,floppy
658,fly
659,flyer
660,focus
661,folk
662,font
663,food
664,fool
665,foot
666,force
667,ford
668,forever
669,forget
670,form
671,format
672,former
673,forward
674,found
675,foundation
676,frame
677,france
678,frank
679,free
680,freedom
681,french
682,frequency
683,frequently
684,friend
685,front
686,ftp
687,ftp_site
688,fuel
689,full
690,fully
691,fun
692,function
693,fund
694,funny
695,furthermore
696,future
697,g_r
698,gain
699,game
700,gary
701,gas
702,gateway
703,gay
704,gear
705,general
706,generally
707,generate
708,generation
709,george
710,german
711,germany
712,giant
713,gif
714,girl
715,glad
716,gm
717,gmt
718,goal
719,god
720,gon_na
721,good
722,good_luck
723,gordon_bank
724,gospel
725,gotten
726,government
727,govt
728,grant
729,graphic
730,great
731,greatly
732,greece
733,greek
734,green
735,greg
736,ground
737,group
738,guarantee
739,guess
740,guide
741,guilty
742,gun
743,gun_control
744,guy
745,half
746,hall
747,hand
748,handgun
749,handle
750,happens
751,happy
752,hard
753,hard_disk
754,hard_drive
755,hardly
756,hardware
757,harm
758,hate
759,hawk
760,hd
761,head
762,header
763,health
764,health_care
765,hear
766,heard
767,hearing
768,heart
769,heat
770,heaven
771,heavy
772,held
773,hell
774,hello
775,helmet
776,help
777,helpful
778,hence
779,hey
780,hi
781,high
782,highly
783,hill
784,hint
785,historical
786,history
787,hit
788,hitler
789,hockey
790,hold
791,hole
792,holy
793,home
794,homosexual
795,homosexuality
796,honda
797,honest
798,hope
799,hopefully
800,hospital
801,host
802,hot
803,hour
804,house
805,however
806,hp
807,huge
808,human
809,human_right
810,hurt
811,ibm
812,ice
813,icon
814,id
815,ide
816,idea
817,ie
818,ignorance
819,ignore
820,ii
821,iii
822,illegal
823,illinois_urbana
824,image
825,imagine
826,imho
827,immediately
828,impact
829,implementation
830,important
831,impossible
832,impression
833,inc
834,inc_line
835,inch
836,incident
837,include
838,increase
839,indeed
840,independent
841,index
842,individual
843,industry
844,infection
845,info
846,information
847,initial
848,injury
849,innocent
850,input
851,inreplyto
852,install
853,installation
854,instance
855,instead
856,institute
857,institute_technology
858,instruction
859,instrument
860,insurance
861,int
862,intelligence
863,interest
864,interested
865,interface
866,internal
867,international
868,internet
869,interpretation
870,interview
871,introduction
872,investigation
873,iran
874,irrelevant
875,islam
876,island
877,israel
878,israeli
879,issue
880,item
881,jack
882,james
883,japan
884,japanese
885,jason
886,jay
887,jeff
888,jesus
889,jesus_christ
890,jet
891,jew
892,jewish
893,jim
894,job
895,joe
896,john
897,johnson
898,join
899,joke
900,jon
901,joseph
902,journal
903,jpeg
904,judge
905,judgement
906,july
907,jumper
908,june
909,justice
910,justify
911,keith
912,kept
913,kevin
914,key
915,keyboard
916,keywords
917,kid
918,kill
919,kind
920,king
921,kit
922,km
923,knew
924,know
925,knowledge
926,koresh
927,kuwait
928,la
929,lab
930,laboratory
931,lack
932,land
933,language
934,large
935,last
936,last_night
937,last_week
938,last_year
939,late
940,later
941,latter
942,launch
943,law
944,law_enforcement
945,lawyer
946,le
947,lead
948,leader
949,leaf
950,league
951,learn
952,least
953,lee
954,left
955,legal
956,legitimate
957,length
958,less
959,let
960,letter
961,level
962,liberal
963,libertarian
964,library
965,license
966,lie
967,life
968,light
969,likely
970,limit
971,limited
972,line
973,line_article
974,line_distribution
975,line_hi
976,line_nntppostinghost
977,link
978,list
979,listen
980,literature
981,little
982,live
983,living
984,load
985,local
986,location
987,lock
988,logic
989,logical
990,long
991,long_time
992,longer
993,look
994,loop
995,lord
996,los_angeles
997,loss
998,lot
999,love
1000,low
1001,luck
1002,lucky
1003,m_myers
1004,mac
1005,machine
1006,macintosh
1007,magazine
1008,mail
1009,main
1010,mainly
1011,maintain
1012,major
1013,majority
1014,male
1015,man
1016,management
1017,manager
1018,manner
1019,manual
1020,manufacturer
1021,many
1022,many_people
1023,map
1024,mar
1025,marc
1026,march
1027,mark
1028,market
1029,marriage
1030,martin
1031,mary
1032,mass
1033,massacre
1034,master
1035,match
1036,material
1037,math
1038,matt
1039,matter
1040,matthew
1041,max
1042,max_ax
1043,maximum
1044,maybe
1045,mb
1046,mc
1047,md
1048,mean
1049,meaning
1050,meant
1051,measure
1052,mechanism
1053,medical
1054,medicine
1055,medium
1056,meet
1057,meeting
1058,meg
1059,member
1060,memory
1061,men
1062,mention
1063,menu
1064,merely
1065,message
1066,message_apr
1067,met
1068,metal
1069,method
1070,mhz
1071,mi
1072,michael
1073,microsoft
1074,middle
1075,mike
1076,mile
1077,military
1078,militia
1079,min
1080,mind
1081,mine
1082,minor
1083,minority
1084,minute
1085,mirror
1086,miss
1087,mission
1088,mistake
1089,mit
1090,mk
1091,mm
1092,mo
1093,mode
1094,model
1095,modem
1096,modern
1097,module
1098,moment
1099,money
1100,monitor
1101,month
1102,montreal
1103,moon
1104,moral
1105,morality
1106,morning
1107,morris
1108,mostly
1109,mother
1110,motherboard
1111,motif
1112,motor
1113,motorcycle
1114,motorola
1115,mouse
1116,move
1117,movement
1118,movie
1119,mp
1120,mr
1121,mr_stephanopoulos
1122,msdos
1123,msg
1124,mt
1125,much
1126,multiple
1127,murder
1128,music
1129,muslim
1130,mv
1131,n_n
1132,name
1133,nasa
1134,nation
1135,national
1136,natural
1137,nature
1138,nazi
1139,nearly
1140,nec
1141,necessarily
1142,necessary
1143,need
1144,negative
1145,neighbor
1146,net
1147,netcomcom
1148,network
1149,never
1150,new
1151,new_york
1152,news
1153,newsgroup
1154,newsgroups
1155,newspaper
1156,newssoftware_vaxvms
1157,next
1158,next_year
1159,nhl
1160,nice
1161,night
1162,nj
1163,nntppostinghost
1164,nobody
1165,noise
1166,none
1167,normal
1168,normally
1169,north
1170,note
1171,nothing
1172,notice
1173,notion
1174,nsa
1175,nt
1176,nt_seem
1177,nt_understand
1178,number
1179,ny
1180,nyi
1181,object
1182,objective
1183,observation
1184,obvious
1185,obviously
1186,occur
1187,occurs
1188,offense
1189,offer
1190,office
1191,officer
1192,official
1193,often
1194,oh
1195,oil
1196,ok
1197,okay
1198,old
1199,one
1200,online
1201,online_communication
1202,open
1203,openwindows
1204,operation
1205,opinion
1206,opportunity
1207,option
1208,orbit
1209,order
1210,organization
1211,organization_california
1212,organization_dept
1213,organization_netcom
1214,organization_univ
1215,organization_university
1216,origin
1217,original
1218,originally
1219,originator
1220,os2
1221,ot
1222,others
1223,otherwise
1224,output
1225,overall
1226,owner
1227,p_p
1228,package
1229,page
1230,paid
1231,pain
1232,pair
1233,palestinian
1234,panel
1235,paper
1236,parallel
1237,parent
1238,park
1239,part
1240,particular
1241,particularly
1242,party
1243,pas
1244,passage
1245,passing
1246,password
1247,past
1248,pat
1249,patch
1250,path
1251,patient
1252,pattern
1253,paul
1254,pay
1255,pc
1256,pd
1257,peace
1258,pen
1259,penalty
1260,people
1261,percent
1262,perfect
1263,perform
1264,performance
1265,perhaps
1266,period
1267,permit
1268,person
1269,personal
1270,personally
1271,perspective
1272,peter
1273,phil
1274,philosophy
1275,phone
1276,phrase
1277,physic
1278,physical
1279,physician
1280,pick
1281,picked
1282,picture
1283,piece
1284,pin
1285,pit
1286,pitch
1287,pitcher
1288,pittsburgh
1289,pittsburgh_pa
1290,pixel
1291,pl
1292,place
1293,plain
1294,plan
1295,plane
1296,planet
1297,planning
1298,plant
1299,plastic
1300,plate
1301,platform
1302,play
1303,played
1304,player
1305,playoff
1306,please
1307,please_email
1308,please_reply
1309,please_send
1310,plenty
1311,plug
1312,pm
1313,po_box
1314,point
1315,pointer
1316,police
1317,policy
1318,political
1319,poor
1320,pope
1321,popular
1322,population
1323,port
1324,portable
1325,portion
1326,position
1327,positive
1328,possibility
1329,possible
1330,possibly
1331,post
1332,poster
1333,posting
1334,postscript
1335,potential
1336,power
1337,power_play
1338,power_supply
1339,powerful
1340,pp
1341,practice
1342,prayer
1343,prediction
1344,prefer
1345,prepared
1346,presence
1347,present
1348,president
1349,press
1350,pressure
1351,pretty
1352,pretty_good
1353,pretty_much
1354,prevent
1355,previous
1356,previous_article
1357,previously
1358,price
1359,priest
1360,primarily
1361,primary
1362,principle
1363,print
1364,printer
1365,printing
1366,prior
1367,privacy
1368,private
1369,pro
1370,probably
1371,probe
1372,problem
1373,procedure
1374,process
1375,processing
1376,processor
1377,produce
1378,product
1379,production
1380,professional
1381,professor
1382,program
1383,programmer
1384,project
1385,promise
1386,proof
1387,proper
1388,properly
1389,property
1390,prophecy
1391,prophet
1392,proposal
1393,protect
1394,protection
1395,protocol
1396,prove
1397,provide
1398,psalm
1399,pt
1400,public
1401,public_access
1402,public_domain
1403,public_key
1404,publication
1405,puck
1406,pull
1407,punishment
1408,purchase
1409,purpose
1410,push
1411,put
1412,q3
1413,q3_q3
1414,q_q
1415,quadra
1416,quality
1417,que
1418,question
1419,quick
1420,quickly
1421,quite
1422,quote
1423,r_g
1424,ra
1425,race
1426,radio
1427,raise
1428,ram
1429,ran
1430,random
1431,range
1432,ranger
1433,rate
1434,rather
1435,ray
1436,reach
1437,reaction
1438,read
1439,reader
1440,reading
1441,ready
1442,real
1443,reality
1444,really
1445,rear
1446,reason
1447,reasonable
1448,recall
1449,receive
1450,receiver
1451,recent
1452,recently
1453,recommend
1454,record
1455,red
1456,refer
1457,reference
1458,refuse
1459,regard
1460,regardless
1461,region
1462,register
1463,regular
1464,regulation
1465,reject
1466,related
1467,relation
1468,relationship
1469,relative
1470,relatively
1471,release
1472,relevant
1473,reliable
1474,religion
1475,religious
1476,remain
1477,remains
1478,remark
1479,remote
1480,repair
1481,repeat
1482,replacement
1483,reply
1484,replyto
1485,report
1486,representative
1487,request
1488,require
1489,requirement
1490,research
1491,reserve_university
1492,resolution
1493,resource
1494,respect
1495,respond
1496,response
1497,responsibility
1498,responsible
1499,rest
1500,restriction
1501,result
1502,return
1503,revelation
1504,review
1505,rich
1506,richard
1507,rick
1508,rid
1509,ride
1510,rider
1511,right
1512,ring
1513,risk
1514,road
1515,rob
1516,robert
1517,rock
1518,rocket
1519,roger
1520,role
1521,rom
1522,roman
1523,ron
1524,room
1525,root
1526,round
1527,routine
1528,rule
1529,run
1530,russia
1531,russian
1532,safe
1533,safety
1534,sale
1535,sample
1536,san_diego
1537,san_francisco
1538,san_jose
1539,sandvik_newtonapplecom
1540,satan
1541,satellite
1542,saw
1543,sc
1544,scale
1545,schedule
1546,scheme
1547,school
1548,science
1549,scientific
1550,scientist
1551,score
1552,scott
1553,screen
1554,scripture
1555,scsi
1556,search
1557,season
1558,seat
1559,second
1560,second_amendment
1561,secret
1562,section
1563,secure
1564,security
1565,seek
1566,seem
1567,select
1568,selection
1569,self
1570,sell
1571,send
1572,send_email
1573,sense
1574,sent
1575,sentence
1576,separate
1577,sequence
1578,serdar_argic
1579,serial_number
1580,series
1581,serious
1582,seriously
1583,serve
1584,server
1585,service
1586,service_guest
1587,session
1588,set
1589,setup
1590,several
1591,sex
1592,share
1593,shareware
1594,shark
1595,shell
1596,shift
1597,ship
1598,shipping
1599,shit
1600,shoot
1601,shop
1602,short
1603,shot
1604,show
1605,shut
1606,shuttle
1607,sick
1608,side
1609,sign
1610,signal
1611,signature
1612,significant
1613,silly
1614,similar
1615,simms
1616,simple
1617,simply
1618,sin
1619,single
1620,sit
1621,site
1622,situation
1623,size
1624,skill
1625,sky
1626,sl
1627,slave
1628,sleep
1629,slightly
1630,slot
1631,small
1632,smith
1633,social
1634,society
1635,socket
1636,software
1637,soldier
1638,solid
1639,solution
1640,somebody
1641,somehow
1642,someone
1643,someone_else
1644,something
1645,sometimes
1646,somewhat
1647,somewhere
1648,son
1649,sony
1650,soon
1651,sorry
1652,sort
1653,soul
1654,sound
1655,source
1656,source_code
1657,south
1658,soviet
1659,sp
1660,space
1661,spacecraft
1662,speak
1663,speaker
1664,spec
1665,special
1666,specific
1667,specifically
1668,speech
1669,speed
1670,spend
1671,spent
1672,spirit
1673,split
1674,spoke
1675,sport
1676,spot
1677,spread
1678,spring
1679,st
1680,st_louis
1681,staff
1682,stand
1683,standard
1684,star
1685,start
1686,state
1687,state_university
1688,statement
1689,station
1690,statistic
1691,stats
1692,status
1693,stay
1694,step
1695,stephen
1696,steve
1697,stick
1698,still
1699,stock
1700,stone
1701,stop
1702,storage
1703,store
1704,story
1705,straight
1706,strange
1707,strategy
1708,street
1709,strike
1710,string
1711,strong
1712,structure
1713,stuck
1714,student
1715,study
1716,stuff
1717,stupid
1718,style
1719,subject
1720,success
1721,successful
1722,suddenly
1723,sufficient
1724,suggest
1725,suggestion
1726,suit
1727,summary
1728,summer
1729,sun
1730,sun_microsystems
1731,sunday
1732,supply
1733,support
1734,suppose
1735,supposedly
1736,sure
1737,surely
1738,surface
1739,surprised
1740,survey
1741,suspect
1742,switch
1743,symptom
1744,system
1745,ta
1746,table
1747,talk
1748,tank
1749,tape
1750,target
1751,task
1752,taught
1753,tax
1754,tb
1755,teach
1756,team
1757,technical
1758,technique
1759,technology
1760,tel
1761,telephone
1762,tell
1763,temperature
1764,ten
1765,tend
1766,term
1767,terminal
1768,territory
1769,terrorist
1770,test
1771,texas
1772,text
1773,thank
1774,thanks
1775,thanks_advance
1776,theory
1777,therefore
1778,thing
1779,think
1780,third
1781,thomas
1782,thought
1783,thousand
1784,thread
1785,threat
1786,throw
1787,thus
1788,ticket
1789,tim
1790,time
1791,tire
1792,title
1793,tm
1794,today
1795,together
1796,told
1797,tom
1798,tony
1799,tool
1800,toolkit
1801,top
1802,topic
1803,tor
1804,toronto
1805,total
1806,totally
1807,touch
1808,tough
1809,towards
1810,tower
1811,town
1812,track
1813,trade
1814,tradition
1815,traffic
1816,training
1817,transfer
1818,translation
1819,transmission
1820,treat
1821,treatment
1822,tree
1823,trial
1824,trick
1825,trip
1826,troop
1827,trouble
1828,truck
1829,true
1830,truly
1831,trust
1832,truth
1833,try
1834,tube
1835,turk
1836,turkey
1837,turkish
1838,turn
1839,tv
1840,twice
1841,type
1842,typical
1843,uk
1844,un
1845,unable
1846,understand
1847,unfortunately
1848,unit
1849,united_state
1850,universe
1851,university
1852,unix
1853,unknown
1854,update
1855,upgrade
1856,us
1857,usa
1858,usa_line
1859,usa_nntppostinghost
1860,usage
1861,use
1862,useful
1863,usenet
1864,user
1865,usual
1866,usually
1867,utility
1868,valid
1869,value
1870,van
1871,vancouver
1872,variable
1873,variety
1874,various
1875,vehicle
1876,vendor
1877,verse
1878,version
1879,version_pl8
1880,vga
1881,victim
1882,video
1883,video_card
1884,view
1885,viewer
1886,village
1887,violation
1888,violence
1889,visible
1890,vision
1891,visit
1892,visual
1893,voice
1894,volume
1895,vote
1896,w_w
1897,waco
1898,wait
1899,walk
1900,wall
1901,want
1902,war
1903,warrant
1904,washington
1905,washington_dc
1906,watch
1907,water
1908,wave
1909,way
1910,weak
1911,weapon
1912,wear
1913,week
1914,weekend
1915,weight
1916,welcome
1917,well
1918,west
1919,western
1920,wheel
1921,whenever
1922,white
1923,white_house
1924,whole
1925,wide
1926,widget
1927,wife
1928,william
1929,willing
1930,win
1931,wind
1932,window
1933,window_manager
1934,wing
1935,wire
1936,wiretap
1937,wish
1938,witness
1939,wm
1940,woman
1941,wonder
1942,wonderful
1943,wood
1944,word
1945,work
1946,work_fine
1947,workstation
1948,world
1949,world_nntppostinghost
1950,worldstdcom
1951,worry
1952,worship
1953,worth
1954,write
1955,writer
1956,writes
1957,writes_article
1958,writes_hi
1959,wrong
1960,x11
1961,x11r5
1962,x_server
1963,x_x
1964,xnewsreader_tin
1965,xt
1966,xterm
1967,xv
1968,yeah
1969,year
1970,year_ago
1971,year_old
1972,yes
1973,yesterday
1974,yet
1975,young
1976,zero
1977,zone
