,Text,Label
25,financial corp th_qtr net shr_ct v dlrs net v mln rev mln v mln year shr_ct v dlrs net v mln rev mln v mln note th_qtr yr amount include acquisition pct common formerly peninsula federal_saving loan_association january th_qtr yr net include net gain mln dlrs dlrs share exchange common pan america bank inc common corp merger company reuter,earn
26,philippine long_distance year net shr_primary peso v peso shr peso v peso qtly_div peso v peso net v mln rev v note_full name philippine long_distance telephone co figure philippine peso dividend_payable april_holder record_march exchange_rate day dividend declaration peso dollar reuter,earn
27,liberty star equity fund initial div_qtly div_ct v n payable_april record_march note dividend special ct share period fund operation december reuter,earn
28,inc regular div_qtly div_ct v ct_prior pay_april record_april reuter,earn
29,corp raise dividend_qtly div_ct v ct pay march record_march reuter,earn
30,international increase qtrly divs annual ct v ct_prior annual b ct v ct_prior payable_april record_march note_full name international_inc reuter,earn
31,inc regular_payout qtly_div ct v ct_prior pay march record february reuter,earn
32,inc year net shr dlrs v dlrs net v rev v note result_include extraordinary_gain dlrs ct share secondary share offering unit reuter,earn
33,investment_firm cut cyclops_cyl stake group new_york investment_firm stake cyclops_corp share pct_total outstanding_common stock share pct_filing security_exchange commission group mutual share corp cyclops common_share feb mln dlrs reuter,acq
34,corp th_qtr net shr profit ct v loss ct net profit v loss rev v year shr profit cent v loss ct net profit v loss rev mln v mln avg_shrs v reuter,earn
35,meridian bancorp inc set_regular payout_qtly div_ct v ct_prior pay_april record_march reuter,earn
36,american_express possible american_express co market rumor spinoff part_shearson inc analyst company move market_value stock american_express stock lift rumor market partially public shearson good market_value total value american_express rumor also talk financial_service firm split stock boost dividend american_express new_york stock exchange heavy volume american_express comment rumor stock activity analyst comment company analyst meeting tuesday fuel rumor announcement yesterday management change meeting company official american_express stock fully reflect performance shearson analyst yesterday shearson chief_operating officer lane position president also new position chairman operating division analyst partial spinoff sense contrary market rumor total spinoff analyst however spinoff shearson good strong profit center american_express pct earnings last_year think highly unlikely american_express sell shearson long well investment profitable security firm several analyst american_express need cash reason sell part strong asset others company well option part_shearson rumor suggests pct market prudential_bache security american_express partial spinoff past shearson profitable big premium market place shearson book_value mln dlr range shearson market place probably worth dlrs term market analyst american_express use capital plan expand enormous internal growth plan capital want stock reflect realistic valuation enhance ability kind road e_f hutton_group analyst michael lewis fact heavily future heavily international lewis acquisition divestiture way lewis american_express exposure brokerage business part_shearson stock well reflect asset travel related service business true water mark exposure brokerage value component high multiple high percentage total operating earnings company lewis shearson mln tax operating earnings mln dlrs reuter,acq
37,liberty star usa set_initial payout liberty star equity fund initial_dividend ct share payable_april shareholder_record march dividend quarterly_dividend ct share special payout ct share cover period november fund operation december fund quarterly_dividend rate future reuter,earn
38,see minimal first_quarter earnings inc price pressure steel product particularly u recent increase value canadian dollar result minimal first_quarter earnings subsequent quarter show substantial improvement first_quarter level earnings reach level long condition continue earlier profit mln dlrs mln dlr extraordinary_gain mln dlrs previous_year demand company product high_level sale show growth revenue last_year dlrs dlrs reuter,earn
39,u grain fall week u grain car week february pct previous_week pct week year_ago association american railroad grain mill product week car pct previous_week pct week year_earlier association reuter,grain
40,hong_kong stake pct industrial_equity pacific_ltd hong_kong investment_firm stake corp share pct_total outstanding_common stock share pct_filing security_exchange commission industrial_equity principally brierley_investment ltd publicly_held new_zealand company bought common_share feb mln dlrs first stake earlier_month bought stock investment_purpose reuter,acq
41,industry_inc th_qtr shr loss dl v profit ct net loss mln v profit mln rev mln v mln year shr loss dlrs v profit dlrs net loss mln v profit mln rev mln v mln reuter,earn
42,diamond_shamrock cut crude price diamond_shamrock corp effective_today cut contract_price crude_oil dlrs barrel reduction west_texas intermediate dlrs barrel price reduction today light oil product price weak crude_oil market company spokeswoman late line u oil company cut contract_price last day weak oil market reuter,crude
43,corp approves merger corp shareholder merger wholly_subsidiary electric_co term merger shareholder_receive share stock share reuter,acq
44,northern telecom proposes stock_split,earn
45,industry see profit industry_inc return_profitability earlier net loss mln dlrs year december profit mln dlrs year_earlier prepared statement company operating result due primarily steep decline sale product mln dlrs mln dlrs single product company diversified organization major acquisition last_year product new acquisition new product_introduction enable return_profitability annual toy fair earlier_month vice_president analyst earnings ct share sale mln dlrs reasonable reuter,earn
46,gulf technology unit gulf technology inc subsidiary pipeline terminal operation mln dlrs company sale subject_certain post closing adjustment explain reuter,acq
47,investment group raise stake group miami investment_firm fundamental management corp stake industry corp share pct_total pct_filing security_exchange commission group bought common_share jan feb dlrs group share plan study operation recommend management change operation fundamental management chairman_carl recently board reuter,acq
48,gao likely show costly cash study grain certificate due shortly government accounting office gao show certificate cost government pct cash outlay administration industry_source analysis gao agriculture_department office management budget suggests certificate cost cash payment gao official told_reuters gao certificate study specific request sen r n_c former_chairman committee report focus cost certificate cash mid march cost certificate gao source depends program impact usda loan program gao certificate encourage loan entry cause loan net cost program however certificate government grain decrease cost effect certificate less gao likely suggest gao official negative report certificate fuel fire certificate heavily least increase agricultural expansion program usda remains reuter,grain
49,inc th_qtr net shr profit ct v loss ct net profit v loss rev mln v year shr profit ct v profit ct net profit v profit rev mln v mln avg_shrs mln v mln note year week reuter,earn
50,city national corp raise dividend shr_ct v ct pay_april record_march reuter,earn
51,page petroleum_ltd year loss shr loss dlrs v loss dlrs net loss mln v loss mln rev mln v mln note net mln dlr extraordinary loss oil_gas writedowns foreign_exchange loss v yr_ago loss mln dlrs reuter,earn
52,communication group inc year net period_december shr_ct v ct net v rev v reuter,earn
53,product corp quarterly div_qtly div ten ct v ten ct pay_april record_march reuter,earn
54,opec meet firm price analyst opec meet june session production agreement organization halt current slide oil_price oil industry analyst movement high oil_price never easy opec thought need emergency meeting sort problem daniel director cambridge energy research associate analyst oil industry_source problem opec excess oil supply world oil market opec problem price problem production issue way paul oil analyst salomon_brother inc market earlier optimism opec ability production control way outlook organization address soon wish regain initiative oil_price analyst uncertain even emergency meeting address problem opec_production mln bpd_quota set last_december opec buyer market quota price set differential regional manager major oil company condition market david mideast report opec meet june immediately however optimistic opec address principal problem meet try advantage winter demand sell oil late march april demand opec unlikely anything agreement output mln bpd analyst next_month critical opec ability hold together price output opec hold pact next_week buyer back market petroleum analysis ltd new_york university energy environment policy center demand opec oil first_quarter excess production demand opec oil clearly mln bpd probably closer mln bpd high opec meeting demand current production told_reuters reuter,crude
55,cenergy report th_qtr net profit cenergy corp fourth_quarter net_income dlrs ct share revenue mln dlrs year net loss mln dlrs ct share result writedowns book_value oil_gas property first_quarter revenue mln dlrs company fiscal_year march year end month dec loss mln dlrs dlrs share revenue mln dlrs result writedowns oil_gas property year march cenergy net_income dlrs ct share revenue mln dlrs company reserve year mln barrel mln barrel oil cubic_foot gas reserve available produce price recover reuter,earn
56,northern telecom ltd declares stock_split stock_split pay note split subject_approval shareholder april annual_meeting company also increase dividend post_split share ct ct reuter,earn
57,stock repurchase corp board purchase time time significant portion pct convertible_debenture february outstanding mln dlrs principal_amount company also plan redeem debenture june also regular_quarterly dividend ct share common payable_shareholder record_april reuter,earn
58,group inc th_qtr loss shr loss ct v available net loss v profit rev v year shr loss ct v loss ct net loss v loss rev mln v mln reuter,earn
59,american regular div_qtly div_ct v ct_prior pay_april record_march reuter,earn
60,official stake data senior_official drexel_burnham lambert_inc told_security exchange_commission share data management inc pct_total outstanding kenneth thomas senior_vice president investment los_angeles office university professor c thomas bought_stake mln dlrs primarily investment_purpose stock sell stake market_condition plan_seek control company reuter,acq
61,nova win government husky deal nova canadian company pct husky oil ltd government approval transaction union faith canada ltd pct_stake husky nova minister regional industrial expansion michel union faith purchase husky stake result husky control non canadian company ruling key condition deal union faith equally hutchison ltd hong_kong electric holding_ltd agreement union faith husky become private company union faith nova pct stock pct husky relative li chairman hutchison pct canadian_imperial bank reuter,acq
62,co january net oper_shr ct v ct oper_net mln v mln rev mln v mln mths_oper shr dlrs v dlrs oper_net mln v mln rev v note mths_oper net_excludes extraordinary_gain mln dlrs ct share sale virginia service virginia power reuter,earn
63,financial fed approval financial corp federal_reserve board application coastal bancorp portland still need approval maine banking department reuter,acq
64,afg_industry inc afg quarterly_dividend qtly_div ct v ct pay_april record_march reuter,earn
65,inc year net oper_shr dlrs v dlrs oper_net v rev mln v mln note net_excludes extraordinary_gain mln dlrs dlrs shr sale inc share v yr_ago loss mln dlrs dlrs shr reuter,earn
66,santa realty quarterly_dividend qtly_div ct v ct pay_april record_march santa realty enterprise_inc reuter,earn
67,liquid air corp quarterly_dividend qtly_div ct v ct pay march record_march reuter,earn
68,marshall steel ltd year net oper_shr ct v ct oper_net v rev mln v mln note former name marshall inc result_include extraordinary_gain dlrs ct share dlrs ct income_tax reduction reuter,earn
69,marshall steel detail gain unit sale marshall steel ltd formerly marshall inc report mln dlr net gain tax year sale division effective january reuter,earn
70,industry_inc th_qtr net oper_shr ct v ct oper_net v rev v avg_shrs v mths_oper shr_ct v ct oper_net v rev mln v mln avg_shrs v note excludes_tax gain dlrs qtr year reuter,earn
71,resource inc th_qtr net shr_ct v ct net v rev mln v mln mths_shr dlrs v dlrs net v rev mln v mln reuter,earn
72,versatile sell unit versatile corp principle_sell alberta versatile co division inc ontario undisclosed_term division manufacture equipment reuter,acq
73,buy company groupe ltd pct groupe inc company product mln dlrs reuter,acq
74,data inc year net shr_ct v ct net v rev mln v mln note result_include extraordinary_gain dlrs ct share dlrs ct share reuter,earn
75,texaco_canada cut crude price canadian ct bbl par grade canadian dlrs,crude
76,texaco_canada lower crude_posting texaco_canada contract_price pay crude_oil canadian ct barrel_effective today decrease brings company price hill light_sweet canadian dlrs bbl texaco_canada last crude_oil posting feb reuter,crude
77,reduces crude_posting co contract_price pay_grade crude_oil dlr barrel_effective today decrease brings marathon price west_texas intermediate_west texas_sour dlrs bbl south louisiana_sweet dlrs bbl company last crude_posting jan reuter,crude
78,george ltd year net shr dlrs v dlrs net mln v mln rev v reuter,earn
79,circuit system buy board maker circuit system inc bought stock industry_inc exchange share common exchange share circuit system stock outstanding holder pct outstanding stock circuit system maker circuit board revenue mln dlrs pretax_profit dlrs revenue mln pretax_profit dlrs circuit system reuter,acq
80,mail mail rd_qtr jan_net shr_ct v ct net v rev v avg_shrs v mths_shr ct v ct net v rev v reuter,earn
81,inc th_qtr jan loss shr loss ct v loss ct net loss v loss rev mln v mln year shr profit ct v profit ct net profit v profit rev mln v mln avg_shrs v note shr stock_split july split reuter,earn
82,corp th_qtr oper_net oper_shr profit ct v loss ct oper_net profit v loss rev v year oper_shr profit ct v loss ct oper_net profit v loss rev mln v mln note data_include operation th_qtr gain dlrs ct shr th_qtr loss dlrs ct shr year loss dlrs dlrs shr year loss dlrs ct shr reuter,earn
83,houston_oil reserve study houston_oil trust independent petroleum engineer annual study estimate trust future net revenue total reserve mln dlrs present value reserve mln dlrs estimate trust money available cash_distribution unitholders remainder year estimate reflect decrease pct net reserve revenue pct present value study reuter,crude
84,restaurant inc th_qtr loss shr loss dlrs v loss ct net loss v loss rev mln v mln year shr loss dlrs v profit ct net loss v profit rev mln v mln note non_charge dlrs th_qtr dlrs year reserve restaurant reuter,earn
85,avery set stock_split avery board stock_split quarterly_dividend plan offer mln share common_stock company stock_split effective march distribution additional share shareholder_record march quarterly_cash dividend ct share split share pct increase ct share split avery register security_exchange commission offer mln additional common_share use_proceeds repay_debt finance recent acquisition corporate_purpose reuter,earn
86,japan cut_base rate state body japan cut_base lending_rate state financial_institution pct part recent pact major_industrial finance_ministry source cut revision trust fund bureau law parliament march pct minimum interest_rate deposit bureau bureau channel fund government financial_institution public work official base_lending rate state body japan development bank people finance corp finance corporation local public enterprise usually move tandem long_term prime_rate source however impossible last cut pct pct january trust fund bureau rate set pct ministry minimum rate introduce market related resolve problem stimulate_domestic economy tuesday ministry long_term banker cut_prime record low pct effective february move agreement bureau saving system post_telecommunication ministry japan ministry health source ministry determine market rate bureau deposit rate coupon rate new year government bond minus percentage_point choice reuter,interest
87,cut interest certificate annual coupon rate payable_march issue long_term cut percentage_point rate march coupon rate year certificate march fall pct pct rate year issue march fall pct pct treasury also cut point monthly coupon payable september issue september september issue carry term year coupon rate pct september pct march reuter,interest
88,kuwait plan talk kuwait oil_minister remark today plan meeting review oil policy recent weakness world oil_price sheikh_ali local none opec_member meeting kuwait quota barrel_crude daily bpd set self production limit nation organisation trader analyst international oil market estimate opec mln bpd_ceiling mln bpd geneva last_december kuwait united_arab emirate much small producer ecuador quota kuwait mln bpd rumour report kuwait ability exceed share kuwait ability ali kuwait ability produce mln bpd sell quota official price country difficulty marketing share mean kuwait apparently gulf_state qatar industry_source less bpd bpd_quota buyer official price opec last_month pegged dlrs barrel price new_york last_week low level year almost dollar month high dollar barrel sheikh_ali also challenge international oil company kuwait official price official price dlrs barrel custom elaborate however kuwait guaranteed market oil local international refining facility distribution network abroad meeting march opec start april request certain body member energy_minister last wednesday debt country opec low official price crude seek talk month opec pricing committee pressure oil company opec_member apparent reference difficulty qatar pressure continue march april situation later reuter,crude
89,indonesia economic change indonesia political measure economy new report counter oil revenue government series measure past month boost export oil sector attract new investment indonesia asian member opec primary commodity producer severely hit last_year fall world oil_price currency pct september report president_suharto government direction lead economy regard deregulation investment import report primarily ass indonesia agricultural sector also review country general economic performance many government official adviser equally strong pressure halt move group strongly favour import economy report indonesia economic change world bank international banker step crucial area economy plastic steel remain highly monopoly set measure last area foreign investment trade restriction import report indonesia economic_growth calendar probably zero economy even bit low rate growth mid report note indonesia large country south_east asia april report hold little hope improvement economic outlook early indication point slightly positive growth rate pct economic activity suffer due sharp_fall export earnings petroleum industry growth non oil sector low weak domestic_demand excessive plant capacity real decline construction trade level growth agriculture report state banker continuation present economic reform crucial government international lending need new world bank loan mln dlrs last_month balance_payment support partly help government reform bank reuter,crude
90,saudi riyal deposit rate remain firm saudi riyal interbank deposit steady yesterday high_level market trader reluctant new position uncertainty opec current decline oil_price oil industry_source yesterday several gulf_arab producer difficulty oil official opec price kuwait plan emergency meeting member organisation traditional sunday trading due european weekend also lack market activity spot next_week rate put pct quote yesterday month deposit unchanged pct respectively spot riyal firmer dollar quote yesterday reuter,crude
91,qatar budget fiscal gulf oil state qatar slightly last_year decline world oil_price first budget early deficit riyal deficit shortfall riyal last budget statement budget fiscal_year today finance petroleum abdul_aziz government spend riyal period expenditure budget riyal abdul_aziz government revenue riyal pct revenue government budget due uncertainty oil revenue abdul_aziz year government limit expenditure month previous fiscal_year allocation minus pct head government department public institution help government expenditure budget shortfall abdul_aziz plan limit expenditure order relieve burden country foreign reserve riyal major project housing public building social service health education transport communication water industry agriculture figure expenditure defence security also projection oil revenue qatar opec_member output_ceiling barrel_day abdul_aziz expectation positive sign oil_price trend opec determination protect reasonable estimate year revenue basis quota reuter,crude
92,gulf bond stock market gulf money_market grown well past decade bond stock market remain large extent gulf international bank bank economist henry review gulf capital market investor traditional investment vehicle real_estate foreign_currency bank account precious_metal great financial diversified capital market instrument change disclosure requirement company account study capital market category money_market stock bond market gulf_state great use short_term money_market instrument bank region various underwriting facility nevertheless bond stock market remain large extent debt region still loan bank facility company use stock bond_issue kuwait official stock exchange gulf nation yet exchange financial surplus gulf government actively way capital market set domestic stock exchange recession oil_price clearly negative_impact development capital market region addition family firm reluctant public financial investor still investment analysis corporate reporting standard lack depth sharp_fall share price early investor hold share recovery absence commercial law gulf country authority apparent adopt financial also capital market clearly law incorporation joint stock company flotation debt instrument capital market instrument available citizen institution gulf_cooperation state qatar oman saudi_arabia united_arab move direction bahrain gcc national pct company gulf money_market great depth introduction treasury_bill offering bahrain expansion security repurchase regulation saudi_arabia bond market saudi_arabia qatar oman uae last saudi riyal bond bahrain plan official stock exchange trading saudi_arabia establishment formal exchange qatar oman uae reuter,money-fx
93,saudi_arabia commitment opec pact saudi_arabian oil_minister hisham_nazer kingdom commitment last_december opec accord boost world oil_price stabilise market official saudi press agency spa agency recent fall free market oil_price nazer saudi_arabia fully accord never sell oil_price price circumstance nazer spa recent pressure free market price end northern winter season market saudi_arabia main architect december accord opec low total output_ceiling pct mln barrel_day bpd return price dlrs barrel agreement year oil market saw price slump dlrs barrel mid dlrs late free market price currently dlrs nazer spa saudi_arabia accord clearly oil market contact member opec stick accord opec president_rilwanu lukman also nigerian oil_minister group stick pricing agreement aware negative force operation market satisfied fundamental exist stable market_condition kuwait oil_minister sheikh_ali remark emirate plan meeting review price trader analyst international oil market estimate opec mln bpd mln ceiling kuwait united_arab emirate much small producer ecuador quota sheikh_ali kuwait reuter,crude
94,zambia retain currency auction zambia retain foreign_exchange auction system suspension weekly_auction january president kenneth away auction told_reuters interview system current talk world bank international_monetary fund fresh foreign aid fund central_bank statement new auction system foreign_exchange private bidder exchange_rate auction system government shortage foreign_exchange meet demand kwacha rapid devaluation strong fluctuation almost impossible government private_sector weekly foreign_exchange auction october month january government month foreign_currency auction exchange_rate reuter,money-fx
95,nippon steel affiliate merger steel co_ltd steel co_ltd affiliate nippon merger company spokesman steel pct nippon steel pct nippon decide end march firm loss recession steel industry steel current loss yen year march loss year_earlier spokesman firm employ worker steel worker forecast year march industry_source company show current loss yen loss reuter,acq
96,japan february interim trade_surplus jump japan custom trade_surplus first day february jumped dlrs year_earlier finance_ministry february interim surplus sharply mln dlr surplus january period export pct year_earlier first day february import pct average dollar_yen rate export import export import year_earlier reuter,trade
97,saudi february crude output put mln bpd saudi crude_oil output last_month average mln barrel_day bpd mln bpd january gulf oil source export terminal gulf average mln bpd last_month mln january low liftings customer drop much small gulf export fourth week february mln bpd mln third week source production figure_include neutral_zone output sale storage generally part country output opec purpose saudi_arabia opec_quota mln bpd production restraint scheme nation group last_december back new official oil_price dlrs barrel source jump export last_week result buyer lift february month end last_week high export level show continued support official opec price saudi_arabia main crude customer ex partner source exxon_corp xon mobil texaco inc_tx chevron_corp chv long_term agreement last_month saudi crude dlrs barrel however source real test saudi_arabia ability sell crude official price weak market month demand petroleum product traditionally spot_price recent week dlr opec level saudi_arabian oil_minister hisham_nazer yesterday kingdom commitment december opec accord never sell official price source total saudi refinery slightly february average mln bpd mln january cut export refinery put crude_oil export bpd last_month zero january bahrain refinery neutral_zone production steady bpd reuter,crude
98,japan ntt forecast profit fall nippon telegraph telephone corp ntt profit fall yen year march year company total sale period rise yen year ntt business operation plan post_telecommunication ministry ntt plan capital investment yen research_development total year ntt spokesman competition new telecommunication field effect sale tax next january major factor decrease profit japanese telecommunication industry reuter,earn
99,china sign world bank loan port china mln dlr loan agreement world bank partly finance new annual capacity mln tonne mln tonne year capacity port new china news_agency china provide mln project chinese company bid firm country foundation work new able handle ship tonne handle container expansion enable port handle coke non metal mineral ore mining equipment first time reuter,ship
100,shv tender_offer mln share ic_gas,acq
101,cheung_kong holding_ltd hk year shr h_k dlrs v final_div cent v cent v net dlrs v mln note earnings extraordinary_gain mln dlrs v mln bonus_issue v nil share split dividend_payable june book_close reuter,earn
102,fight bid swedish_match stake sweden group back bid london swedish financier secure large stake swedish_match st company core_business empire statement company ab investor ab option held sweden ab pct voting_right swedish_match paid st group pct_stake pct market price swedish_match option statement swedish_match b share open foreign buyer crown friday share voting_right crown free share statement deal investor stake pct voting_right pct share capital left pct voting_right pct share capital swedish_match stake swedish_match previously pct voting_right company swedish_match deal cost mln crown share analyst move group undertaken last_year defend far interest originally arm chemical group pay buying volvo st key group company st stora st large shareholder st ab st control incentive ab zurich swedish property also pct_stake company equipment firm ab st building stake investor prevent raid heart business empire analyst position electrical engineering firm ab st also small pct voting_right speculation group sell interest protect core activity reuter,acq
103,shv tender_offer ic_gas shv united_kingdom co_ltd tender_offer mln ordinary_share gas association l statement offer basis p ic_gas ordinary p stg nominal ic_gas loan stock shv already mln ic_gas ordinary stock unit pct current share capital successful completion offer increase shv stake ic_gas mln share pct share capital offer ic_gas stg ordinary stock loan stock fully total mln ic_gas ordinary tender_offer n ic_gas statement shv tender_offer term statement soon_possible reuter,acq
104,sale buy_stake u insurance broker sale plc pct ordinary_share capital b r international_inc u insurance broker mln dlrs sale mln dlrs cash completion balance interest paid equal next_year b r pretax_profit dlrs year dec net dlrs reuter,acq
105,drop japan corporate profit profit japan major corporation financial_institution forecast fall pct year march pct decline late november research_institute economics private research body also statement firm first section tokyo stock exchange pct fall sale year pct fall last_november current profit fall pct sale pct rationalisation measure manufacturing industry yen sharp_rise business outlook institute low interest_rate corporate borrowing cost also performance outlook earnings performance non manufacturing sector firm demand real_estate construction business forecast average exchange_rate estimate yen_dollar yen reuter,earn
106,japan promote interest_rate liberalisation bank japan policy board meeting promote interest_rate liberalisation minimum regulation free large deposit interest_rate ceiling money_market certificate central_bank official new guideline effect april bank guideline minimum regulation free large deposit mln yen mln interest_rate ceiling maturity year year set percentage_point certificate_deposit rate bank ceiling maturity year less remain percentage_point cd rate minimum mln yen mln bank also time deposit rate point effective march line half_point cut official discount_rate february new interest_rate year year deposit bank example pct pct respectively demand deposit rate however remain reuter,interest
107,buy u government_security broker international plc subsidiary british_commonwealth shipping co_plc principle pct_stake rmj holding corp mln dlrs chairman richard told_reuters acquisition bank new_york co inc n currently pct rmj partner hold remainder bank new_york partner retain pct_stake bought next_year rmj company large u government_security broker also note obligation instrument u federal agency buying u government_security broker past_year offer pacific corp spc n rmj mln dlrs b_c director peter rmj bought multiple net_income mln dlrs company earnings hit brokerage fee month_ago volume rmj people brokerage business unit computer_software financial_service community office new_york total market turnover u government_security dlrs day london also permission last_week open office tokyo total market turnover rapidly dlrs day acquisition contribute pct b_c share earnings basis reuter,acq
108,agrees u company group_plc conditional agreement business asset inc related company mln dlrs miami manufacture distributes pretax_profit mln dlrs turnover mln year june total u market worth mln dlrs grown pct previous_year sale profit u business mln mln dlrs respectively reuter,acq
109,sweden ahead african trade_sanction sweden ruling social democratic_party full power government decree unilateral trade_sanction south_africa prime_minister told_news conference party fight priority sweden traditional policy sanction backing u n security council government decide later form trade force reuter,trade
