,0
729,cheap
730,cheaper
731,check
732,chemical
733,chemlawn
734,chevron
735,chi
736,chicago
737,chicken
738,chief
739,child
740,china
741,chinese
742,chip
743,chipmakers
744,chirac
745,choice
746,choke
747,choose
748,chosen
749,christian
750,chrysler
751,chrysler_profit
752,cie
753,cif
754,cincinnati
755,circle
756,circuit
757,circulation
758,circumstance
759,citibank
760,citicorp
761,citicorp_lynch
762,citizen
763,citrus
764,city
765,city_corn
766,city_state
767,civil
768,claim
769,claimed
770,clarify
771,clark
772,class
773,clause
774,clayton
775,clear
776,clear_exercise
777,clearance
778,clearing
779,clearly
780,clearly_world
781,clercq
782,client
783,climate
784,climb
785,climbed
786,clone
787,close
788,close_qtly
789,closely
790,closer
791,closing
792,closure
793,clothing
794,club
795,cmb
796,co
797,co_current
798,co_february
799,co_minister
800,coal
801,coal_nation
802,coal_rule
803,coalition
804,coarse
805,coast
806,coast_estimate
807,coastal
808,cocoa
809,coconut
810,code
811,coffee
812,coffee_antitrust
813,coffee_bushel
814,coffee_commerce
815,coffee_gencorp
816,coffee_rico
817,coffee_silver
818,coin
819,cold
820,collapse
821,collateral
822,colleague
823,collective
824,colombia
825,colombia_profit
826,colombian
827,colonial
828,colorado
829,columbia
830,combat
831,combination
832,combine
833,comdata
834,comex
835,cominco
836,comment
837,comment_chairman
838,comment_current
839,comment_february
840,comment_taiwan
841,commerce
842,commerce_instead
843,commercial
844,commercial_commercial
845,commercial_international
846,commerzbank
847,commission
848,commission_back
849,commission_manufacturer
850,commissioner
851,commitment
852,committee
853,committee_airline
854,committee_alaska
855,committee_l
856,commodity
857,common
858,common_senior
859,commonwealth
860,communication
861,communique
862,community
863,community_april
864,community_cent
865,community_try
866,compagnie
867,company
868,company_inflationary
869,company_north
870,company_reasonable
871,company_workforce
872,comparable
873,comparative_secretary
874,compare
875,comparison
876,comparison_upward
877,compensate
878,compensation
879,compete
880,competition
881,competitive
882,competitive_note
883,competitively
884,competitiveness
885,competitor
886,complaint
887,complete
888,complete_holder
889,complete_program
890,completely
891,completes
892,completion
893,completion_mountain
894,completion_specialty
895,complex
896,compliance
897,comply
898,component
899,component_common
900,component_share
901,composite
902,comprehensive
903,comprise
904,compromise
905,computer
906,computer_asset
907,computer_february
908,computer_sugar
909,computerland
910,conable
911,conagra
912,concentrate
913,concept
914,concern
915,concern_government
916,concerned
917,concession
918,conclude
919,conclusion
920,concrete
921,condition
922,condition_june
923,condition_law
924,conditional
925,conduct
926,confederation
927,conference
928,confidence
929,confident
930,confirm
931,confirmation
932,conflict
933,confrontation
934,congress
935,congressional
936,congressman
937,connecticut
938,connection
939,conoco
940,conrac
941,consecutive
942,consensus
943,consent
944,consequence
945,conservation
946,conservative
947,considerable
948,considerably
949,consideration
950,considers
951,consist
952,consistent
953,consistently
954,consists
955,consolidate
956,consolidated
957,consolidation
958,consortium
959,constant
960,constitute
961,constraint
962,construction
963,constructive
964,consultant
965,consultation
966,consumer
967,consumer_cent
968,consumption
969,contact
970,contain
971,container
972,contains
973,content
974,context
975,continent
976,continental
977,contingent
978,continuation
979,continue
980,continued
981,continuous
982,contract
983,contract_ago
984,contract_development
985,contract_growth
986,contract_prior
987,contraction
988,contractor
989,contractual
990,contrary
991,contrast
992,contribute
993,contribute_cocoa
994,contribution
995,control
996,control_amoco
997,control_dutch
998,control_firm
999,control_inflation
1000,controversial
1001,controversy
1002,convention
1003,conventional
1004,conversion
1005,convert
1006,convert_purchase
1007,convince
1008,cook
1009,cool
1010,cooper
1011,cooperate
1012,cooperation
1013,cooperation_organisation
1014,cooperative
1015,coordinate
1016,coordination
1017,cope
1018,copper
1019,copra
1020,copy
1021,cordoba
1022,core
1023,corn
1024,corn_barrel
1025,corn_cabinet
1026,corn_respectively
1027,corp
1028,corp_avg
1029,corp_drain
1030,corp_prime
1031,corp_strong
1032,corporate
1033,corporation
1034,correct
1035,correction
1036,corrects
1037,cosmetic
1038,cost
1039,costa
1040,costly
1041,cotton
1042,council
1043,count
1044,counter
1045,counterproductive
1046,countertrade
1047,country
1048,county
1049,county_coast
1050,couple
1051,coupon
1052,courier
1053,courier_profit
1054,course
1055,court
1056,cover
1057,coverage
1058,cpb
1059,cpc
1060,cpc_period
1061,crane
1062,crash
1063,create
1064,creation
1065,credibility
1066,credit
1067,creditor
1068,creek
1069,crew
1070,crisis
1071,criterion
1072,critic
1073,critical
1074,criticism
1075,croo
1076,crop
1077,crop_part
1078,crop_program
1079,cross
1080,crowley
1081,crown
1082,crucial
1083,crude
1084,crude_federal
1085,crude_pay
1086,crude_payment
1087,crush
1088,crusher
1089,cruz
1090,csr
1091,csr_future
1092,ct
1093,ct_formerly
1094,ct_view
1095,ct_yesterday
1096,cuba
1097,cuban
1098,cubic
1099,cumulative
1100,curb
1101,currency
1102,currency_cattle
1103,currency_f
1104,currency_officer
1105,currency_require
1106,currency_unchanged
1107,current
1108,currently
1109,custom
1110,custom_time
1111,customer
1112,cut
1113,cut_liquidity
1114,cut_minister
1115,cutback
1116,cwt
1117,cyacq
1118,cycle
1119,cyclops
1120,cyclops_james
1121,cyprus
1122,daily
1123,daily_stg
1124,dairy
1125,dakota
1126,dallas
1127,damage
1128,dan
1129,danforth
1130,danger
1131,dangerous
1132,daniel
1133,danish
1134,darman
1135,dart
1136,data
1137,data_comment
1138,data_finance
1139,date
1140,date_court
1141,dauster
1142,david
1143,davis
1144,day
1145,day_delayed
1146,day_trading
1147,dayton
1148,dd
1149,de
1150,dead
1151,deadline
1152,deak
1153,deal
1154,deal_positive
1155,dealer
1156,dealing
1157,dean
1158,death
1159,debate
1160,debenture
1161,debit
1162,debit_tonne
1163,debt
1164,debt_francaise
1165,debt_march
1166,debt_price
1167,debtor
1168,dec
1169,decade
1170,december
1171,december_financing
1172,december_house
1173,december_japanese
1174,december_night
1175,december_power
1176,decide
1177,decides
1178,decision
1179,decision_block
1180,decision_proposal
1181,declaration
1182,declare
1183,decline
1184,decline_kind
1185,decline_target
1186,decrease
1187,decree
1188,deduction
1189,deep
1190,default
1191,defence
1192,defend
1193,defend_price
1194,defendant
1195,defense
1196,defense_mark
1197,defensive
1198,deficiency
1199,deficit
1200,definitely
1201,definition
1202,definitive
1203,definitive_definitive
1204,definitive_late
1205,defuse
1206,degree
1207,degree_tax
1208,del
1209,delaware
1210,delay
1211,delay_limit
1212,delayed
1213,delegate
1214,delegate_engine
1215,delegation
1216,delegation_board
1217,delhi
1218,deliver
1219,delivery
1220,delivery_offer
1221,delivery_surplus
1222,delors
1223,delta
1224,demand
1225,democrat
1226,democratic
1227,denis
1228,denman
1229,denmark
1230,denomination
1231,denshin
1232,denwa
1233,deny
1234,department
1235,departure
1236,depend
1237,dependence
1238,dependency
1239,dependent
1240,depends
1241,depletion
1242,deposit
1243,depreciation
1244,depress
1245,depressed
1246,depth
1247,deputy
1248,deregulation
1249,derivative
1250,described
1251,design
1252,desire
1253,destination
1254,destroyed
1255,detail
1256,detailed
1257,deterioration
1258,determination
1259,determine
1260,deutsche_company
1261,devaluation
1262,developed
1263,developer
1264,development
1265,development_foreign
1266,device
1267,dhabi
1268,dialogue
1269,diamond
1270,diaz
1271,dibona
1272,dictate
1273,diesel
1274,dieter
1275,difference
1276,different
1277,differential
1278,differential_board
1279,difficult
1280,difficulty
1281,digital
1282,dilution
1283,dinar
1284,diplomat
1285,diplomatic
1286,dipped
1287,direct
1288,direction
1289,directly
1290,director
1291,disagreement
1292,disaster
1293,disc
1294,discipline
1295,disclosure
1296,discount
1297,discount_help
1298,discovery
1299,discus
1300,discussion
1301,disease
1302,disk
1303,dismiss
1304,disney
1305,disposal
1306,disposition
1307,dispute
1308,dispute_revision
1309,dispute_share
1310,disrupt
1311,disruption
1312,distance
1313,distillate
1314,distiller
1315,distortion
1316,distribute
1317,distributes
1318,distribution
1319,distributor
1320,district
1321,div
1322,div_harvest
1323,diversification
1324,diversified
1325,diversify
1326,divest
1327,divestiture
1328,dividend
1329,dividend_growth
1330,division
1331,diw
1332,dixons
1333,dlr
1334,dlrs
1335,document
1336,dole
1337,dollar
1338,dollar_california
1339,dollar_growth
1340,dome
1341,domestic
1342,domestic_british
1343,domestic_div
1344,domestically
1345,dominant
1346,dominican
1347,dominion
1348,dominion_cane
1349,donald
1350,donaldson
1351,door
1352,dot
1353,double
1354,doubt
1355,doubtful
1356,douglas
1357,down
1358,downturn
1359,downward
1360,downwards
1361,draft
1362,draft_ford
1363,dramatic
1364,dramatically
1365,drastic
1366,draw
1367,drawn
1368,drew
1369,drexel
1370,drill
1371,drilling
1372,drilling_common
1373,drilling_hughes
1374,drilling_index
1375,drive
1376,drop
1377,drop_afg
1378,drop_loan
1379,drop_schedule
1380,drop_warrant
1381,drought
1382,drug
1383,dry
1384,du
1385,dubai
1386,due
1387,due_ability
1388,due_b
1389,due_contract
1390,due_need
1391,due_texas
1392,dupont
1393,durable
1394,durham
1395,durum
1396,dutch
1397,duty
1398,duty_england
1399,dwt
1400,dynamic
1401,eagle
1402,earlier
1403,earlier_mill
1404,early
1405,early_ltd
1406,earn
1407,earnings
1408,earthquake
1409,ease
1410,easily
1411,east
1412,east_oil
1413,easter
1414,eastern
1415,eastman
1416,easy
1417,easy_program
1418,ec
1419,ec_bag
1420,ec_chancellor
1421,ec_friday
1422,ec_pact
1423,ec_spain
1424,ec_transport
1425,economic
1426,economically
1427,economics
1428,economist
1429,economist_lending
1430,economist_operating
1431,economist_told
1432,economy
1433,economy_commercial
1434,economy_first
1435,ecu
1436,ecuador
1437,ecuadorean
1438,ecus
1439,eddie
1440,edelman
1441,edge
1442,edible
1443,edmonton
1444,edouard
1445,edt
1446,education
1447,edward
1448,eep
1449,effect
1450,effective
1451,effective_report
1452,effectively
1453,efficient
1454,effort
1455,effort_ago
1456,effort_financial
1457,egypt
1458,el
1459,elaborate
1460,elder
1461,elect
1462,election
1463,electric
1464,electrical
1465,electricity
1466,electronic
1467,electronics
1468,element
1469,elevator
1470,eligible
1471,eliminate
1472,elimination
1473,else
1474,elsewhere
1475,em
1476,embassy
1477,emerge
1478,emergency
1479,emery
1480,emirate
1481,employ
1482,employee
1483,employer
1484,employment
1485,enable
1486,encor
1487,encourage
1488,end
1489,end_april
1490,end_credit
1491,end_daily
1492,end_european
1493,end_home
1494,end_limited
1495,end_nuclear
1496,end_policy
1497,endorse
1498,energy
1499,energy_domestic
1500,energy_long
1501,engage
1502,engine
1503,engineer
1504,engineering
1505,england
1506,english
1507,enhance
1508,enhancement
1509,enormous
1510,enough
1511,enquiry
1512,enter
1513,enterprise
1514,entertainment
1515,entire
1516,entirely
1517,entity
1518,entry
1519,environment
1520,epa
1521,epac
1522,equal
1523,equally
1524,equipment
1525,equipment_australia
1526,equipment_common
1527,equipment_deficit
1528,equitable
1529,equity
1530,equity_early
1531,equivalent
1532,erosion
1533,error
1534,escort
1535,especially
1536,essential
1537,esso
1538,est
1539,establishment
1540,estate
1541,este
1542,estimate
1543,et
1544,ethylene
1545,etl
1546,eurobond
1547,eurobonds
1548,eurodollar
1549,europe
1550,europe_strong
1551,european
1552,european_bidding
1553,european_copper
1554,european_property
1555,european_receipt
1556,european_search
1557,evaluate
1558,evaluation
1559,evans
1560,even
1561,even_civil
1562,event
1563,eventual
1564,eventually
1565,ever
1566,everything
1567,evidence
1568,ex
1569,exact
1570,exactly
1571,examine
1572,example
1573,exceed
1574,exceeds
1575,excellent
1576,exception
1577,exceptional_postpone
1578,excess
1579,excess_corn
1580,excessive
1581,excessive_profit
1582,exchange
1583,exchange_farm
1584,exchangeable
1585,exchequer
1586,excise
1587,exclude
1588,excludes
1589,exclusive
1590,exclusively
1591,execution
1592,executive
1593,executive_daily
1594,exercisable
1595,exercise
1596,exist
1597,existence
1598,expand
1599,expansion
1600,expectation
1601,expenditure
1602,expense
1603,expensive
1604,experience
1605,experienced
1606,expert
1607,expertise
1608,expiration
1609,expire
1610,expires
1611,expires_week
1612,explain
1613,explanation
1614,exploration
1615,exploratory
1616,explore
1617,explosion
1618,export
1619,export_discount
1620,export_fourth
1621,export_heavily
1622,export_start
1623,exportable
1624,exporter
1625,exposure
1626,exposure_rise
1627,express
1628,express_export
1629,extend
1630,extension
1631,extensive
1632,extent
1633,external
1634,extra
1635,extra_defer
1636,extract
1637,extraordinary
1638,extraordinary_bid
1639,extreme
1640,extremely
1641,exxon
1642,eyskens
1643,face
1644,facilitate
1645,facility
1646,facility_index
1647,facility_metric
1648,fact
1649,factor
1650,factor_weinberger
1651,factory
1652,factory_agreement
1653,fail
1654,fails
1655,failure
1656,fair
1657,fairchild
1658,fairly
1659,faith
1660,fall
1661,fall_appreciation
1662,fall_change
1663,fall_dutch
1664,fall_serve
1665,false
1666,family
1667,far
1668,far_acquisition
1669,far_co
1670,far_previous
1671,farm
1672,farm_put
1673,farmer
1674,fast
1675,faster
1676,fat
1677,favor
1678,favorable
1679,favour
1680,favourable
1681,fe
1682,fear
1683,fear_national
1684,feasibility
1685,feb
1686,february
1687,february_study
1688,fed
1689,federal
1690,federal_gain
1691,federation
1692,federation_period
1693,fee
1694,feed
1695,feedgrains
1696,feel
1697,felt
1698,fendt
1699,ferc
1700,fernandez
1701,ferruzzi
1702,ferry
1703,fertilizer
1704,few
1705,fhlbb
1706,fiber
1707,fidelity_hughes
1708,fiduciary
1709,field
1710,fifth
1711,figure
1712,figure_restaurant
1713,fiji
1714,file
1715,filing
1716,fill
1717,film
1718,final
1719,final_temporary
1720,final_tender
1721,finally
1722,finance
1723,financial
1724,financial_record
1725,financially
1726,financier
1727,financing
1728,fine
1729,finland
1730,fire
1731,firm
1732,firm_field
1733,firm_produce
1734,firmer
1735,firmly
1736,first
1737,first_base
1738,first_gross
1739,first_rubber
1740,first_ussr
1741,fiscal
1742,fish
1743,fisher
1744,fishing
1745,fit
1746,fitzwater
1747,fix
1748,fla
1749,flag
1750,flat
1751,fleet
1752,flexibility
1753,flexible
1754,flight
1755,float
1756,flood
1757,floor
1758,florida
1759,florida_set
1760,flotation
1761,flour
1762,flour_export
1763,flow
1764,fluctuate
1765,fluctuation
1766,fly
1767,fnv
1768,fob
1769,focus
1770,fomc
1771,food
1772,food_intervention
1773,food_profit
1774,foot
1775,footwear
1776,force
1777,ford
1778,forecast
1779,forecast_national
1780,forecasting
1781,foreign
1782,foreigner
1783,foresaw
1784,foresee
1785,foreseeable
1786,forest
1787,form
1788,forma
1789,formal
1790,formally
1791,formation
1792,former
1793,former_agreement
1794,former_stg
1795,formerly
1796,formula
1797,fort
1798,fortune
1799,forum
1800,forward
1801,foster
1802,fought
1803,found
1804,foundation
1805,founder
1806,fourth
1807,fourth_firm
1808,fourth_petrol
1809,framework
1810,franc
1811,france
1812,franchise
1813,francisco
1814,frank_price
1815,frankfurt
1816,franklin
1817,frans
1818,fraud
1819,free
1820,freedom_mln
1821,freeze
1822,freight
1823,french
1824,fresh
1825,friction
1826,friday
1827,friday_textile
1828,friendly
1829,front
1830,frost
1831,frozen
1832,fruit
1833,frustration
1834,ft
1835,ftc
1836,fuel
1837,fujitsu
1838,fulfill
1839,full
1840,full_industry
1841,full_lift
1842,full_official
1843,full_spokesman
1844,fully
1845,fully_co
1846,fully_world
1847,funaro
1848,function
1849,fund
1850,fundamental
1851,fundamental_money
1852,funding
1853,furniture
1854,future
1855,g_common
1856,gabelli
1857,gaf
1858,gaf_loss
1859,gain
1860,gain_account
1861,gain_demand
1862,gain_development
1863,gain_dividend
1864,gain_dollar
1865,gain_grow
1866,gain_growth
1867,gallon
1868,game
1869,gao
1870,gap
1871,garcia
1872,gardner
1873,gas
1874,gas_petroleum
1875,gasoline
1876,gate
1877,gathering
1878,gatt
1879,gaviria
1880,gcc
1881,gdp
1882,ge
1883,gear
1884,geigy
1885,gelco
1886,gencorp
1887,general
1888,generale
1889,generally
1890,generate
1891,generation
1892,generic
1893,geneva
1894,george
1895,georgia
1896,georgia_attack
1897,gephardt
1898,gerhard
1899,german
1900,german_asset
1901,german_slightly
1902,germany
1903,germany_avg
1904,germany_prime
1905,gesture
1906,ghana
1907,giant
1908,gillette
1909,gilt
1910,glass
1911,glickman
1912,global
1913,gm
1914,gmbh
1915,gmt
1916,gnp
1917,goal
1918,gobert
1919,gold
1920,golden
1921,goldman
1922,goldman_loss
1923,good
1924,goodyear
1925,gorbachev
1926,gordon
1927,gould
1928,government
1929,government_france
1930,government_intervention
1931,government_member
1932,government_remains
1933,governor
1934,gr
1935,grace
1936,grade
1937,grade_figure
1938,gradual
1939,gradually
1940,grain
1941,grain_bond
1942,grain_hotel
1943,grain_societe
1944,grain_speed
1945,grain_strength
1946,grain_worldwide
1947,gram
1948,grand
1949,grant
1950,graphic
1951,gravity
1952,great
1953,great_ceiling
1954,great_run
1955,greatly
1956,greece
1957,greek
1958,green
1959,greenmail
1960,greenspan
1961,grenfell
1962,greyhound
1963,grisanti
1964,gros
1965,gross
1966,ground
1967,group
1968,group_adjustment
1969,group_depreciation
1970,group_help
1971,group_hurt
1972,group_rain
1973,group_series
1974,grow
1975,grower
1976,grown
1977,grown_determine
1978,growth
1979,gsp
1980,gte
1981,guarantee
1982,guaranteed
1983,guaranty
1984,guard
1985,guardian
1986,guess
1987,guideline
1988,guilder
1989,guinea
1990,gulf
1991,gulf_water
1992,ha
1993,haggard
1994,hajime
1995,half
1996,hall
1997,halt
1998,hamburg
1999,han
2000,hand
2001,handle
2002,hanover
2003,hanson
2004,happy
2005,harbor
2006,harbour_escalation
2007,harcourt
2008,hard
2009,hard_lead
2010,harder
2011,hardship
2012,hardware
2013,harper
2014,harris
2015,hart
2016,harvest
2017,hawley
2018,head
2019,headquarters
2020,health
2021,health_less
2022,healthy
2023,heard
2024,heard_issue
2025,hearing
2026,heart
2027,heating
2028,heavier
2029,heavily
2030,heavy
2031,hectare
2032,hedge
2033,heineken
2034,heinz
2035,held
2036,held_discussion
2037,held_fat
2038,held_statement
2039,help
2040,hemisphere
2041,henderson
2042,henley
2043,henry
2044,herald
2045,herbert
2046,herd
2047,heritage
2048,hernandez
2049,herrington
2050,herrington_reverse
2051,heyman
2052,high
2053,high_engineering
2054,high_implement
2055,high_senior
2056,high_steady
2057,highly
2058,hike
2059,hill
2060,hill_surplus
2061,hillards
2062,hilton
2063,hiram
2064,hisham
2065,historical
2066,history
2067,hit
2068,hit_pact
2069,hit_world
2070,hk
2071,hodel
2072,hoechst
2073,hog
2074,hold
2075,hold_life
2076,hold_sharp
2077,holden
2078,holder
2079,holding
2080,hole
2081,holiday
2082,holland
2083,holmes
2084,home
2085,honduras
2086,honeywell
2087,hong
2088,hongkong
2089,honor
2090,hope
2091,horizon
2092,hormone
2093,hormuz
2094,horner
2095,hospital
2096,hostile
2097,hot_gain
2098,hotel
2099,hour
2100,house
2101,house_finance
2102,household
2103,housing
2104,houston
2105,hovis
2106,howard
2107,however
2108,hr
2109,huckaby
2110,hudson
2111,huge
2112,hughes
2113,hughes_specific
2114,human
2115,hundred
2116,hungary
2117,hunt
2118,hurt
2119,husky
2120,hutchison
2121,hutton
2122,hydro
2123,ibc
2124,ibm
2125,ic
2126,icahn
2127,icco
2128,ici
2129,icn
2130,ico
