,Text,Label
30,electric power co jan_net shr_ct v ct_net v rev v avg_shrs mln v mln mths_shr dlrs v dlrs net v rev billion v billion avg shr mln v mln note late mths net include_gain ct per_share sale virginia service territory dominion resource inc reuter,earn
31,inc buy undisclosed_amount inc say acquire inc houston base custom high pressure process vessel energy petrochemical industry say group company manufacture cool system oil_gas petrochemical utility pulp paper marine industry reuter,acq
32,corp set_quarterly dividend_qtly div eight ct v eight ct_prior pay_april one record_march reuter,earn
33,financial corp th_qtr net_shr ct v dlrs net v mln rev_mln v mln year shr_ct v dlrs net v mln rev_mln v mln note th_qtr yr amount include acquisition pct common formerly federal_saving loan_association january th_qtr yr net include net gain mln dlrs dlrs per_share exchange common pan america bank inc common corp merger company reuter,earn
34,ico exporter modify new proposal international_coffee organization ico exporter modify new proposal quota present importer tomorrow ico delegate say change discuss tonight informally among producer follow talk formal producer session eight member producer group affect propose quota distribution month april one say propose share would still include shortfall declaration say reuter,coffee
35,u commercial paper fall mln dlrs feb week fed say,money-supply
36,n business loan fall mln dlrs feb week fed say,money-supply
37,new_york bank discount window borrowing mln dlrs feb week,money-supply
38,new_york business loan fall mln dlrs commercial industrial loan book major new_york bank exclude acceptance fell mln dlrs billion week end february federal_reserve bank new_york say include acceptance loan decline mln dlrs billion commercial paper outstanding nationally drop mln dlrs billion national business loan data schedule release friday reuter,money-supply
39,n bank discount borrowing mln dlrs eight major new_york city bank mln dlrs average borrowing federal_reserve week wednesday february fed spokesman say week marked second_half two week bank statement period_end wednesday bank borrowing prior week comment late week fed spokesman say borrowing occur yesterday do few half bank national data discount window borrowing due release est gmt reuter,money-supply
40,philippine long distance year net_shr primary peso v peso shr_dilute peso v peso qtly_div peso v peso net billion v mln rev billion v billion note_full name philippine long distance telephone co figure quote philippine peso dividend_payable april holder_record march exchange_rate day dividend declaration peso per dollar reuter,earn
41,liberty star equity fund initial div qtly_div five ct v n payable_april two record_march note dividend include special two ct per_share period begin fund operation three december reuter,earn
42,combustion engineering inc regular div qtly_div ct v ct_prior pay_april record_april reuter,earn
43,corp raise dividend_qtly div two ct v ct pay march record_march reuter,earn
44,international increase qtrly annual div class ct v ct_prior annual div class_b ct v ct_prior payable_april one record_march note_full name international inc reuter,earn
45,inc regular payout_qtly div three ct v three ct_prior pay march record february reuter,earn
46,u money_supply rise billion dlrs feb week fed say,money-supply
47,inc year net_shr dlrs v dlrs net v rev billion v billion note result include extraordinary_gain dlrs six ct share secondary share offering unit reuter,earn
48,u bank discount borrowing average mln dlrs feb week fed say,money-supply
49,u bank net free reserve mln dlrs two week feb fed say,money-supply
50,investment firm cut cyclops cyl stake group affiliate new_york investment firm say lower stake cyclops corp share pct total_outstanding common_stock share pct filing_security exchange_commission group lead mutual share corp say sell cyclops common_share feb mln dlrs reuter,acq
51,corp th_qtr net_shr profit three ct v loss three ct_net profit v loss_rev v year shr_profit one cent v loss ct_net profit v loss_rev mln v mln_avg shrs_v reuter,earn
52,federal_reserve weekly report feb two week end feb daily mlns net free reserve v bank borrowing v include seasonal loan v include extend loan v excess reserve v require reserve v require reserve n v n total reserve n v n non borrow reserve n v n monetary base n v n two week end feb total cash n v n inc cash equal n v n one week end feb daily mlns bank borrowing include seasonal loan include extend loan float balance adjustment currency treasury deposit reuter,money-supply
53,n z trading bank deposit growth rise slightly new_zealand trading bank seasonally_adjust deposit growth rise pct january compare rise pct december reserve bank say year year total deposit rise pct compare pct increase december year pct rise year_ago period say weekly statistical release total deposit rise billion n z dlrs january compare billion december billion january reuter,money-supply
54,federal_reserve money_supply report feb one week end feb previous week revise week v week ago v week v week ago v monthly aggregate adjust billion jan v dec v jan v dec v jan v dec v l dec v nov v domestic debt dec v nov v reuter,money-supply
55,federal_reserve weekly report feb one week end feb daily mlns bought outright repurchase nil unch agency bought outright unch agency repurchase nil unch acceptance repurchase nil unch match sale v include sale v fed asset fed liability deposit fed reuter,money-supply
56,federal_reserve weekly report feb one week end feb daily mlns foreign deposit gold stock unch holding federal fund rate avg v factor wednesday feb bank borrowing v include extend credit v match sale v include sale w v float v reuter,money-supply
57,world market price upland cotton usda u agriculture_department announce prevail world market price adjust u quality location strict low middle inch upland cotton ct per lb effect midnight march adjust world price average u produce location near texas adjust quality location price use determine first cotton certificate payment rate base data week end february adjust world price upland cotton determine follow ct per lb northern european price adjustment average u spot location inch cotton average u location sum adjustment adjust world price reuter,cotton
58,sugar quota import detailed usda u agriculture_department say cumulative sugar import individual country quota year begin january end december follow quota allocation quota year short_ton raw value cumulative quota import allocation nil australia nil nil nil bolivia nil brazil nil canada nil quota import allocation colombia nil costa rica nil ivory coast nil rep ecuador nil el salvador nil fiji nil nil quota import allocation guatemala nil nil haiti nil nil india nil jamaica nil madagascar nil nil quota import allocation nil mexico nil panama nil papua new guinea nil nil peru nil philippine nil st nil quota import allocation nil taiwan nil thailand nil nil uruguay nil zimbabwe nil reuter,sugar
59,meridian bancorp inc set regular payout_qtly div_ct v ct_prior pay_april one record_march reuter,earn
60,u bank discount borrowing mln dlrs u bank discount window borrowing less extend credit average mln dlrs week wednesday february federal_reserve say fed say overall borrowing week fell mln dlrs mln dlrs extend credit mln dlrs mln dlrs week second_half two week statement period net borrowing prior week average mln dlrs comment two week statement period_end february fed say bank average net free reserve mln dlrs day billion two week earlier federal_reserve spokesman told press briefing large single day net miss fed reserve projection week wednesday say natural float act bit time year note poor weather late week spokesman say natural float range mln dlrs friday could give reason nearly one billion dlrs thursday wednesday fed could give reason thursday high float say mln dlrs wednesday float figure due transportation float two widely separate fed district week whole say float related adjustment small add fell negative mln dlrs tuesday due number correction unrelated cash letter six district around country spokesman say tuesday wednesday two different clearing bank system problem security federal fund held open est day however say problem clear afternoon evidence reserve impact week end wednesday pct net discount window borrowing make small bank pct large money center bank pct large regional institution wednesday pct borrowing account money center bank pct large pct small bank fed spokesman say banking system excess reserve thursday monday tuesday deficit friday produce small daily average deficit week whole two week period say relatively high excess reserve daily almost small bank reuter,money-supply
61,american_express axp see possible american_express co remain market rumor would spinoff part shearson_lehman brother inc analyst say company may consider move market value stock american_express stock get lift rumor market calculate partially public shearson may good market value boost total value american_express rumor also accompany talk financial_service firm would split stock boost dividend american_express close new_york stock exchange heavy volume american_express would comment rumor stock activity analyst say comment company analyst meeting tuesday help fuel rumor announcement yesterday management change meeting company official say american_express stock undervalue fully reflect performance shearson accord analyst yesterday shearson say chief operating officer lane add position president also create four new position chairman operating division analyst speculate partial spinoff would make sense contrary one market rumor total spinoff analyst however spinoff shearson would good since strong profit center american_express contribute pct earnings last_year think highly unlikely american_express go sell shearson say long question would well investment profitable security firm several analyst say american_express need cash might reason sell part strong asset others believe company could well consider option spin part shearson one rumor suggests sell pct market prudential bache security say believe american_express could consider partial spinoff past shearson profitable would big premium market place shearson book value mln dlr range shearson market place would probably worth three dlrs term market say analyst say american_express could use capital since plan expand enormous internal growth plan take capital want stock reflect realistic valuation enhance ability make kind road say e_f hutton group analyst michael lewis outline fact invest heavily future go heavily international say lewis preclude acquisition divestiture along way say lewis say american_express reduce exposure brokerage business sell part shearson stock might well reflect asset travel related service business could find true water mark lesser exposure brokerage value component could high multiple constitute high percentage total operating earnings company say lewis say shearson contribute mln tax operating earnings mln dlrs reuter,acq
62,u money_supply rise billion dlrs u money_supply rise billion dlrs seasonally_adjust billion dlrs february week federal_reserve say previous week level revise billion dlrs billion dlrs four week move average rise billion dlrs billion economist poll reuters say four billion dlrs billion dlrs average forecast call mln dlr rise reuter,money-supply
63,liberty star usa set initial payout liberty star equity fund say declare initial dividend five ct per_share payable_april two shareholder_record march say dividend include quarterly_dividend three ct share special payout two ct share cover period november three fund begin operation december fund say quarterly_dividend rate may fluctuate future reuter,earn
64,see minimal first_quarter earnings inc say price pressure steel product particularly u recent increase value canadian dollar expect result minimal first_quarter earnings say subsequent quarter show substantial improvement first_quarter level earnings reach level long condition continue earlier report profit rise mln dlrs one mln dlr extraordinary_gain mln dlrs previous year say demand company product continue high level sale expect show growth revenue last_year rise billion dlrs billion dlrs reuter,earn
65,u grain fall week u grain total car week end february pct previous week pct correspond week year_ago association american railroad report grain mill product week total car pct previous week pct week year_earlier association say reuter,grain
66,hong_kong firm ups stake pct industrial equity pacific ltd hong_kong investment firm say raise stake corp share pct total_outstanding common_stock share pct filing_security exchange_commission industrial equity principally own brierley investment ltd publicly held new_zealand company say bought common_share feb mln dlrs first disclose stake earlier month say bought stock investment purpose reuter,acq
67,industry_inc th_qtr shr_loss v profit ct_net loss mln v profit mln rev_mln v mln year shr_loss dlrs v profit dlrs net loss mln v profit mln rev_mln v mln reuter,earn
68,diamond shamrock dia cut crude price diamond shamrock corp say effective today cut contract price crude_oil dlrs barrel reduction brings post price west_texas intermediate dlrs barrel say price reduction today make light fall oil product price weak crude_oil market company spokeswoman say diamond late line u oil company cut contract post price last two day cite weak oil market reuter,crude
69,corp approves merger corp say shareholder approve merger wholly_own subsidiary electric co term merger shareholder receive share stock share reuter,acq
70,northern telecom proposes two one stock_split,earn
71,industry see profit industry_inc say expect return profitability earlier report net loss mln dlrs year end december compare profit mln dlrs year_earlier prepared statement company say swing operating result due primarily steep decline sale product mln dlrs mln dlrs say change single product company diversified organization four major acquisition last_year product new acquisition new product introduction expect enable return profitability say annual toy fair earlier month vice_president morton say analyst project earnings ct share sale mln dlrs reasonable reuter,earn
72,federal_reserve weekly report feb two week end feb daily mlns net free reserve v bank borrowing v include seasonal loan v include extend loan v excess reserve v require reserve v require reserve v total reserve v non borrow reserve v monetary base v reuter,money-supply
73,federal_reserve weekly report feb two week end feb total cash v inc cash equal v one week end feb daily mlns bank borrowing include seasonal loan include extend loan float balance adjustment currency treasury deposit reuter,money-supply
74,gulf apply technology sell unit gulf apply technology inc say sell subsidiary engage pipeline terminal operation mln dlrs company say sale subject certain post closing adjustment explain reuter,acq
75,investment group raise stake group affiliate miami base investment firm lead fundamental management corp say raise stake industry corp share pct total pct filing_security exchange_commission group say bought common_share jan feb dlrs group say may buy share plan study operation may recommend management make change operation fundamental management chairman carl recently elect board reuter,acq
76,gao likely show costly cash study grain certificate due shortly government accounting office gao could show certificate cost government pct cash outlay administration industry source say analysis gao obtain agriculture_department office management budget suggests certificate cost cash payment gao official told_reuters gao prepare certificate study specific request sen r n c former chairman senate agriculture committee report focus cost certificate compare cash schedule release mid march cost certificate say gao source depends program impact usda loan program gao certificate encourage loan entry cause loan net cost program would go however determine certificate cause government grain stockpile decrease cost effect certificate would less gao likely suggest whether certificate program slow expand gao official say negative report certificate fuel fire certificate weigh heavily least increase certificate program agricultural consultant say say expansion program usda remains firmly commit reuter,grain
77,inc th_qtr net_shr profit ct v loss seven ct_net profit v loss_rev mln v year shr_profit five ct v profit ct_net profit v profit rev_mln v mln_avg shrs mln v mln note year include week reuter,earn
78,city national corp raise dividend shr_ct v ct pay_april record_march reuter,earn
79,page petroleum ltd year loss shr_loss dlrs v loss dlrs net loss mln v loss mln rev_mln v mln note net include nine mln dlr extraordinary loss oil_gas writedowns foreign_exchange loss v yr ago loss mln dlrs reuter,earn
80,communication group inc year net period_end december shr_ct v ct_net v rev v reuter,earn
81,product corp quarterly div qtly_div ten ct v ten ct pay_april record_march reuter,earn
82,opec may meet firm price analyst opec may force meet schedule june session production cut agreement organization want halt current slide oil price oil industry analyst say movement high oil price never easy opec thought may need emergency meeting sort problem say daniel director energy research associate analyst oil industry source say problem opec face excess oil supply world oil market opec problem price problem production issue must address way say paul oil analyst salomon brother inc say market earlier optimism opec ability keep production control give way pessimistic outlook organization must address soon wish regain initiative oil price analyst uncertain even emergency meeting would address problem opec production mln bpd quota set last december opec learn buyer market quota fix price set differential say regional manager one major oil company condition name market try add david mideast report expect opec meet june although immediately however optimistic opec address principal problem meet try take advantage winter demand sell oil late march april demand say say opec unlikely anything reiterate agreement keep output mln bpd analyst say next two month critical opec ability hold together price output opec must hold pact next six eight week since buyer come back market say petroleum analysis ltd new_york university energy environment policy center say demand opec oil rise first_quarter may prompt excess production demand opec oil clearly mln bpd probably closer mln bpd high see characterize opec meeting demand current production told_reuters telephone interview reuter,crude
83,cenergy report th_qtr net profit cenergy corp report fourth_quarter net income dlrs seven ct per_share revenue mln dlrs year report net loss mln dlrs ct per_share result writedowns book value oil_gas property first two quarter revenue mln dlrs follow company fiscal_year end_march change year end nine_month end dec report loss mln dlrs dlrs per_share revenue mln dlrs say result writedowns oil_gas property year end_march cenergy report net income dlrs ct per_share revenue mln dlrs company say reserve year fell five mln barrel mln barrel oil cubic foot gas say reserve disappear available produce price recover reuter,earn
84,northern telecom ltd declares stock_split two one stock_split pay_may note split subject_approval shareholder april annual_meeting company also say increase dividend post split share six ct five ct reuter,earn
85,stock repurchase corp say board authorize purchase time time significant portion pct convertible subordinate debenture february say outstanding mln dlrs principal amount company also say plan redeem debenture june eight also declare regular quarterly_dividend ct per_share common payable_may one shareholder_record april reuter,earn
86,group inc th_qtr loss shr_loss six ct v available net loss v profit rev v year shr_loss ct v loss nine ct_net loss v loss_rev mln v mln reuter,earn
87,american regular div qtly_div three ct v three ct_prior pay_april three record_march reuter,earn
88,drexel official stake data senior official drexel burnham lambert inc told security_exchange commission acquire share data management inc pct total_outstanding kenneth thomas senior vice_president investment drexel los_angeles office retire university professor c thomas say bought stake mln dlrs primarily investment purpose say may buy stock sell stake depend market condition plan seek_control company reuter,acq
89,nova win government husky deal nova canadian company own pct husky oil ltd say receive government approval transaction union faith canada hold ltd would buy pct stake husky nova say minister regional industrial expansion michel rule union faith purchase husky stake would result husky control non canadian company say ruling key condition complete deal union faith equally own hutchison ltd hong_kong electric holding ltd agreement union faith husky become private company union faith nova hold pct stock nine pct husky would own relative li chairman hutchison five pct canadian imperial bank reuter,acq
90,electric power co january net oper_shr ct v ct_oper net mln v mln rev_mln v mln mths_oper shr dlrs v dlrs oper_net mln v mln rev billion v billion note mths_oper net_excludes extraordinary_gain mln dlrs ct per_share sale virginia service territory virginia power reuter,earn
91,financial get fed approval financial corp say federal_reserve board approve application acquire coastal bancorp portland say still need approval maine banking department reuter,acq
92,afg industry_inc afg quarterly_dividend qtly_div four ct v four ct pay_april record_march reuter,earn
93,inc year net oper_shr dlrs v dlrs oper_net v rev_mln v mln note net_excludes extraordinary_gain mln dlrs dlrs shr sale inc share v yr ago loss mln dlrs dlrs shr reuter,earn
94,santa realty quarterly_dividend qtly_div ct v ct pay_april record_march santa realty enterprise inc reuter,earn
95,liquid air corp quarterly_dividend qtly_div ct v ct pay march record_march reuter,earn
96,marshall steel ltd year net oper_shr five ct v ct_oper net v rev_mln v mln note former name marshall inc result include extraordinary_gain dlrs ct per_share dlrs ct income tax reduction reuter,earn
97,marshall steel detail gain unit sale marshall steel ltd formerly marshall inc say report mln dlr net gain tax year sale division sell effective january one reuter,earn
98,industry_inc th_qtr net oper_shr ct v ct_oper net v rev v avg_shrs v mths_oper shr_ct v ct_oper net v rev_mln v mln_avg shrs_v note excludes tax gain dlrs qtr year reuter,earn
99,import algeria unlikely natural_gas import algeria unlikely happen even though economically u industry analyst source say director general algerian state petroleum agency indicate television interview import would make year contract negotiation filing u government time require restart terminal delay import daniel natural_gas analyst shearson_lehman bros say currently negotiate two former customer eastern subsidiary corp cbt resume export company official told_reuters third el gas subsidiary burlington northern express interest industry analyst say import algerian marginal cost basis company make capital investment handle import operate even current price environment frank energy economist banker trust say analyst major impact algerian import u price currently soft expect trend high end decline gas drilling time lag bring gulf mexico production tighten gas supply firm price shearson say context algerian import would source supply u domestic production add company source currently talk algeria agree say algerian would serve meet peak demand company source also say negotiation algeria would emphasize arrangement would relate volume market requirement price u spot market value reuter,nat-gas
100,resource inc th_qtr net_shr ct v ct_net v rev_mln v mln mths_shr dlrs v dlrs net v rev_mln v mln reuter,earn
101,sell unit corp say agree_principle sell alberta base co division inc ontario undisclosed_term division manufacture equipment reuter,acq
102,buy company groupe ltd say agree buy pct groupe inc company product three mln dlrs reuter,acq
103,data inc year net_shr ct v ct_net v rev_mln v mln note result include extraordinary_gain dlrs ct share dlrs ct share reuter,earn
104,texaco canada cut crude price canadian ct bbl par grade canadian dlrs,crude
105,texaco canada lower crude posting texaco canada say lower contract price pay crude_oil canadian ct barrel effective today decrease brings company post price benchmark grade edmonton hill light sweet canadian dlrs bbl texaco canada last change crude_oil posting feb reuter,crude
106,marathon petroleum reduces crude posting marathon petroleum co say reduce contract price pay grade crude_oil one dlr barrel effective today decrease brings marathon post price west_texas intermediate west_texas sour dlrs bbl south louisiana sweet grade crude reduce dlrs bbl company last change crude posting jan reuter,crude
107,george ltd year net_shr dlrs v dlrs net mln v mln rev billion v billion reuter,earn
108,n z money_supply rise pct december new_zealand broadly define seasonally_adjust money_supply grow estimate pct december rise revise pct november pct december last_year reserve bank say statement say unadjusted increase estimate billion n z dlrs revise billion november billion december year year rise pct revise pct november pct december narrowly define year year growth pct revise pct november pct year_earlier grow estimate billion dlrs revise billion november billion december year year private_sector credit grow pct december revise pct november pct december private_sector credit grow billion dlrs revise billion november billion december reuter,money-supply
109,circuit system buy board maker circuit system inc say bought stock industry_inc exchange share common follow exchange share circuit system stock outstanding holder pct outstanding stock circuit system say maker circuit board revenue mln dlrs pretax_profit dlrs revenue mln pretax_profit dlrs circuit system say reuter,acq
110,mail box mail rd_qtr jan_net shr_ct v ct_net v rev v avg_shrs v nine_mths shr_ct v ct_net v rev v reuter,earn
111,inc th_qtr jan loss shr_loss ct v loss seven ct_net loss v loss_rev mln v mln year shr_profit ct v profit ct_net profit v profit rev_mln v mln_avg shrs_v note per shr adjust stock_split july split may reuter,earn
112,fed data suggest stable u monetary_policy late federal_reserve data suggest central_bank vote maintain exist degree pressure banking reserve regular policy make meeting two week ago money_market economist say number little disappoint think take mr volcker word say nothing change say bob security pacific national bank fed chairman paul volcker told congressional committee last thursday fed policy unchanged today although volcker statement last thursday fear fed tighten reserve help ail dollar many economist still want confirmation steady policy today data cover two week bank statement period_end yesterday need additional make fed decision yesterday drain reserve banking system arrange overnight match sale purchase agreement first time since april last_year economist add today data show drain action fairly large billion dlrs economist say one thing eye relatively sizeable match sale wednesday say johnson first national bank chicago clearly need nothing fed wait start new statement period today would miss reserve projection add security pacific fed spokesman told_reporter large single day net miss reserve projection late week economist slightly high expect adjust bank borrowing fed discount window average mln dlrs day late week compare many economist forecast mln two week bank statement period whole daily borrowing average double mln dlrs prior period problem two large bank tuesday wednesday borrowing say scott j co wednesday average rise mln dlrs mln week earlier lending support stable policy view relatively steady federal fund rate six pct late week high level excess reserve banking system economist say time fed follow neutral fed fund six pct say first_boston corp expect continue excess reserve fell still billion dlrs add first chicago johnson bank excess reserve average billion dlrs day late statement period billion previous one fed decline assign target growth range money_supply measure last_week little attention paid anticipate billion dlr jump week end february look ahead economist say fed fine line dollar progress international currency market development domestic economy market perhaps dollar effect fed policy say first chicago johnson course take dollar account future policy decision economy weak pull back ease reuter,money-supply
113,corp th_qtr oper_net oper_shr profit six ct v loss two ct_oper net profit v loss_rev v year oper_shr profit ct v loss two ct_oper net profit v loss_rev mln v mln note data include discontinue_operation th_qtr gain dlrs ct per shr th_qtr loss dlrs seven ct per shr year loss dlrs dlrs per shr year loss dlrs ct per shr reuter,earn
114,houston oil reserve study complete houston oil trust say independent petroleum engineer complete annual study estimate trust future net revenue total prove reserve mln dlrs discount present value reserve mln dlrs base estimate trust say may money available cash distribution unitholders remainder year say estimate reflect decrease pct net reserve revenue pct discount present value compare study make reuter,crude
115,restaurant inc th_qtr loss shr_loss dlrs v loss eight ct_net loss v loss_rev mln v mln year shr_loss dlrs v profit four ct_net loss v profit rev_mln v mln note include non recur charge dlrs th_qtr dlrs year reserve restaurant reuter,earn
